"","X.1","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"62",62,62,12,2016-01-17,"Estacion Trafico Centro",34.41666667,0.114363885,0.228073222,3.9e-10,9.78e-10,3.72e-10,3.4e-09,1.12e-09,8.7e-10,7.17e-09,1.71e-09,555.2510274,19.32611191,1841.300214,701.046658,80461.97289,80293.56078,80674.02685,113.7053036,286.7603345,285.2527951,289.0986691,1.022436172,293.4402661,286.2599846,300.9007607,5.019253865,0.037403395,-0.616254087,0.561246338,0.416224497,-0.872285656,-1.268756239,-0.279859828,0.308031278,6.41e-06,2e-07,5.63e-05,1.19e-05,1483,7
"63",63,63,12,2016-01-18,"Estacion Trafico Centro",37.375,0.173528659,0.228073222,5.55e-10,9.77e-10,3.53e-10,5e-09,1.27e-09,1.12e-09,8.09e-09,1.91e-09,588.6335644,17.45613012,1910.774023,736.1613547,80460.21041,80242.47861,80626.00188,116.2970609,286.9772069,284.1134394,288.8082552,1.353416102,293.6459182,286.1657986,300.4721254,4.285281454,0.198718693,-0.185378588,0.595132317,0.229597964,-0.917638898,-1.773923525,-0.205615112,0.525627831,4.35e-06,2.76e-08,3.98e-05,8.5e-06,1483,1
"64",64,64,12,2016-01-20,"Estacion Trafico Centro",39.91666667,0.250503254,0.228073222,4.31e-10,2.22e-09,6.64e-10,3.95e-09,9.12e-10,2.27e-09,1.85e-08,4.33e-09,520.6892768,27.0721556,1744.778511,641.168492,80490.2983,80267.08644,80663.27545,118.6082062,286.1799351,284.7009496,288.2964701,0.938285188,292.5884646,286.665529,299.735166,4.46365687,0.161783261,-0.365163131,0.833736053,0.362105866,-0.756222374,-1.232986747,-0.318415894,0.217354152,9.46e-06,0,6.44e-05,1.86e-05,1483,3
"65",65,65,12,2016-01-26,"Estacion Trafico Centro",46.95652174,0.268486345,0.228073222,5.55e-10,3.68e-09,1.31e-09,4.57e-09,1.23e-09,1.7e-09,2.3e-08,5.36e-09,566.2779538,18.40080887,1913.599971,701.7129613,80555.86525,80317.19373,80715.26443,121.0549768,286.9851747,285.0004793,288.3965836,1.057581547,292.9404994,286.0257444,300.010721,4.638318945,0.292149968,-0.213013834,0.659435308,0.228992149,-0.581931107,-0.85054845,-0.192129445,0.191280664,7.41e-06,9.28e-08,3.75e-05,1.09e-05,1483,2
"68",68,68,12,2016-02-04,"Estacion Trafico Centro",53.41666667,0.256656213,0.212144901,7.83e-10,1.53e-08,5.78e-09,6.94e-09,8.97e-10,1.96e-09,3.07e-08,7.69e-09,468.342529,21.42648099,1680.588465,577.8175963,80425.15461,80233.3325,80610.29515,111.0601323,287.4430719,285.5666668,288.5506216,0.968569737,293.0695839,287.8383693,299.0057204,3.599602273,0.244238468,0.002225406,0.785499018,0.195676505,-0.579469477,-0.995500854,0.366602005,0.341907175,0.000151151,2.03e-06,0.000892454,0.000223012,1483,4
"69",69,69,12,2016-02-12,"Estacion Trafico Centro",34.16666667,0.248226975,0.212144901,4.16e-10,1.05e-08,4.07e-09,3.76e-09,1.17e-09,1.23e-09,4.04e-08,8.39e-09,478.9166579,18.4269401,1561.761687,566.1181485,80481.51013,80254.67929,80669.33562,121.1837317,287.3250025,286.1445391,288.6592026,0.783095188,293.2883362,288.4771681,298.3338103,3.4052514,0.126997682,-0.322971422,0.723098315,0.292076136,-0.74276397,-1.140079183,-0.167576832,0.316771043,0.000155841,3.68e-06,0.001495253,0.000332668,1483,5
"70",70,70,12,2016-02-16,"Estacion Trafico Centro",36.5,0.228474615,0.212144901,7.19e-10,2.78e-08,1.17e-08,6.62e-09,9.32e-10,1.49e-09,2.7e-08,5.68e-09,668.9388367,28.51676206,2103.409559,811.0500702,80202.46643,79972.31601,80369.77817,112.5992976,286.905579,284.2417789,288.5098906,1.282118092,294.5448219,288.5135356,301.1831349,4.571368696,-0.016916342,-0.519599631,0.986106186,0.468287576,-1.236508255,-1.733219267,-0.692793096,0.3233325,9.65e-06,0,8.31e-05,2.1e-05,1483,2
"71",71,71,12,2016-03-01,"Estacion Trafico Centro",60.95833333,0.332146812,0.289804937,6.45e-10,3.8e-09,1.17e-09,5.34e-09,6.04e-10,1.79e-09,2.72e-08,5.72e-09,384.6966103,20.688099,1313.307213,480.7231398,80540.18044,80305.11528,80702.46182,124.4293104,289.0017267,287.4731109,291.2902301,0.915031149,293.5214426,288.7895764,299.4367992,3.595848978,0.107134952,-0.287765069,0.350995064,0.166250567,-0.671580246,-1.013995265,-0.302910141,0.250871386,8.87e-05,1.41e-07,0.000504922,0.000116036,1483,2
"73",73,73,12,2016-03-16,"Estacion Trafico Centro",91.38095238,0.404706387,0.289804937,2.43e-09,5.12e-09,1.74e-09,2.44e-08,6.75e-10,4.19e-09,4.43e-08,9.43e-09,364.9726002,30.53688998,1587.585943,474.4021166,80468.12115,80300.94462,80620.43097,104.8198862,289.4395869,287.6773316,291.605438,1.027319613,293.0714045,288.8097256,299.111989,3.288868754,-0.046162401,-0.846497584,0.959828882,0.495746577,-0.952910533,-1.37242136,-0.662029594,0.204890801,0.000528184,9.08e-11,0.005051925,0.001271241,1483,3
"74",74,74,12,2016-03-24,"Estacion Trafico Centro",46.95833333,0.241958375,0.289804937,1.03e-09,2.88e-09,8.01e-10,1.03e-08,1.06e-09,1.67e-09,3.59e-08,7.09e-09,645.3347264,19.10559034,2023.438282,793.8776612,80434.65421,80191.01333,80597.18855,130.9735265,286.9783798,285.2321998,288.9994972,1.001519548,293.9423871,287.2376676,300.4355129,4.664074257,-0.034769334,-0.663651049,0.84613773,0.458505789,-0.971159761,-1.227259581,-0.384066107,0.240734048,1.04e-05,5.71e-13,0.000178688,3.66e-05,1483,4
"76",76,76,12,2016-04-04,"Estacion Trafico Centro",50.91666667,0.17308579,0.29559419,5.34e-10,3.69e-09,1.26e-09,4.59e-09,1.27e-09,1.76e-09,1.52e-08,3.87e-09,312.2473247,17.14701935,1394.861988,428.0213623,80609.74368,80410.84979,80807.7708,118.7678683,288.5109221,286.1272982,291.0718399,1.173751,291.5801012,286.7141885,296.8324771,3.164799752,0.1748145,-0.22587783,0.769330686,0.359955665,-0.240760563,-0.727513834,0.211402032,0.225427553,0.000331956,8.78e-07,0.003836039,0.000806145,1483,1
"77",77,77,12,2016-04-14,"Estacion Trafico Centro",34.4,0.226235878,0.29559419,6.12e-10,9.18e-10,2.7e-10,4.63e-09,7.6e-10,2.36e-09,9e-09,2.09e-09,377.5281887,14.70295603,1138.584589,432.3202511,80472.25822,80225.28544,80632.9683,121.1109097,288.8243517,287.8780803,290.2549572,0.576175681,292.1649997,288.313651,297.7912952,3.041492493,0.148759161,-0.337789501,0.928773558,0.344033518,-0.148709437,-0.727686591,0.407922613,0.308327567,8.93e-05,7.6e-06,0.00025738,8.56e-05,1483,4
"78",78,78,12,2016-04-15,"Estacion Trafico Centro",42.91666667,0.199205273,0.29559419,5.35e-10,7.29e-10,2.07e-10,4.76e-09,5.84e-10,2.05e-09,1.16e-08,2.43e-09,459.0784056,27.13645991,1539.074281,577.2313229,80355.02473,80141.36355,80511.72114,107.9872605,288.8075312,288.0139678,290.9936883,0.655737261,293.6370739,289.1333867,299.3489024,3.359702768,0.119223102,-0.571563423,0.877535496,0.402835141,-0.628618497,-1.142729509,0.106630556,0.339668167,0.00012917,2.56e-07,0.000478741,0.000150313,1483,5
"79",79,79,12,2016-04-25,"Estacion Trafico Centro",30.95454545,0.206415876,0.29559419,3.37e-10,2.23e-09,8.5e-10,1.93e-09,5.13e-10,1.13e-09,1.92e-09,4.77e-10,299.8120495,20.6315098,1161.240452,398.2630138,80485.58171,80246.99549,80697.60411,138.1879743,288.8282856,287.3856394,291.6305273,0.956438476,291.4241526,287.7352005,296.8338505,3.0113176,0.067393791,-0.463817984,0.472488248,0.253324439,-0.402166601,-1.156913187,0.124597639,0.37145506,0.000366134,2.09e-05,0.002814341,0.000605993,1483,1
"82",82,82,12,2016-06-05,"Estacion Trafico Centro",30.66666667,0.167576613,0.281911783,3.81e-10,9.57e-09,3.87e-09,2.74e-09,9.96e-10,6.28e-10,5.5e-10,1.07e-10,365.0286126,19.62038646,1490.520974,483.4367277,80468.29443,80332.41823,80598.86136,84.54425751,288.441128,285.8516483,292.6721601,1.386746714,292.4958162,285.9946815,299.4355072,4.37784271,0.058390913,-0.883013867,0.927020928,0.510293953,-0.533213839,-1.129091836,0.051746772,0.425277575,0.000217409,8.59e-08,0.002257738,0.00050615,1483,7
"86",86,86,12,2016-07-27,"Estacion Trafico Centro",22.25,0.248146812,0.284259553,2.64e-10,5.17e-09,1.76e-09,2.36e-09,9.55e-10,7.26e-10,6.61e-09,1.18e-09,396.7092126,17.71874425,1557.238117,535.5078119,80386.75718,80175.44423,80554.79384,110.8809545,287.1044567,285.4039017,288.5762162,0.892949925,291.6209287,285.8822053,298.2402396,4.092764193,0.091388311,-0.557540053,1.037304084,0.48071388,-0.952492295,-1.873808915,-0.21909163,0.451037083,0.000118634,0,0.001007835,0.000274799,1483,3
"87",87,87,12,2016-08-06,"Estacion Trafico Centro",29.29166667,0.095065192,0.277395649,3.23e-10,1.87e-09,6.8e-10,3.04e-09,1.02e-09,9.62e-10,2.32e-09,5.15e-10,525.0839218,17.07120343,2166.688027,707.4099993,80529.14183,80319.41462,80666.16851,107.4796806,286.732556,284.0809425,288.8513661,1.377073241,292.9791898,286.6201376,301.1921587,5.055720273,0.172950177,-1.031550865,1.269121433,0.730489704,-1.11701694,-1.727442939,-0.571550489,0.262534398,7.11e-05,0,0.000390416,0.000132237,1483,6
"89",89,89,12,2016-08-13,"Estacion Trafico Centro",25.29166667,0.15194211,0.277395649,3.28e-10,1.89e-09,7.14e-10,2.52e-09,8.24e-10,8.98e-10,3.16e-09,6.87e-10,554.7397715,41.22418362,2089.88651,688.1346846,80446.56057,80196.8699,80614.05157,134.5354348,287.0222057,284.4645514,289.092735,1.247309185,293.0235904,287.2090609,300.6947847,4.750517996,0.064059214,-0.561218063,1.098113344,0.576621187,-1.14064183,-1.739403145,-0.274139607,0.336431779,0.000147399,0,0.001002655,0.000290347,1483,6
"90",90,90,12,2016-08-19,"Estacion Trafico Centro",32.79166667,0.15879669,0.277395649,3.43e-10,2.4e-09,9.37e-10,2.69e-09,1.02e-09,5.97e-10,2.04e-09,5.29e-10,546.4453989,20.01528518,2015.13431,708.3831516,80466.37598,80247.26215,80643.81357,119.467797,286.3515104,283.7017915,288.8596738,1.373024378,292.1611211,285.568503,300.3308107,4.928897093,0.158584845,-0.374810478,0.902443802,0.411135195,-0.956787272,-1.991845164,-0.286547839,0.371745198,0.000325286,0,0.001918625,0.000544768,1483,5
"91",91,91,12,2016-08-23,"Estacion Trafico Centro",30.04166667,0.041440129,0.277395649,3.98e-10,1.57e-09,5.82e-10,3.95e-09,1.55e-09,4.06e-10,2.19e-09,4.88e-10,776.0025973,32.02710098,2543.226411,965.5823115,80527.02456,80306.51482,80681.83888,120.8389822,283.9214202,279.6416939,287.4527136,2.467574911,293.3725364,285.0877675,301.0755123,5.55835654,-0.149643744,-1.134170288,0.79792928,0.599347803,-1.330530548,-1.896449767,-0.801083169,0.357447671,1.23e-05,0,0.000232475,4.72e-05,1483,2
"92",92,92,12,2016-08-27,"Estacion Trafico Centro",35.75,0.139159405,0.277395649,3.18e-10,1.42e-09,5.03e-10,1.75e-09,3.57e-10,7.15e-10,3.34e-09,6.59e-10,416.3614367,18.33758006,1643.103948,536.209796,80546.43684,80343.59233,80698.31457,124.3483273,287.637801,286.0181336,290.347436,0.942236845,291.3446592,287.4633679,297.9544415,3.899206921,0.179293645,-0.642375657,0.938127661,0.428116098,-0.633513743,-1.263048904,0.327980188,0.382584986,0.000321958,7.81e-06,0.002752214,0.000611667,1483,6
"94",94,94,12,2016-09-16,"Estacion Trafico Centro",31.40909091,0.180707255,0.305205836,3.03e-10,1.61e-09,5.85e-10,2.39e-09,9.72e-10,7.33e-10,2.21e-09,4.77e-10,427.3281757,20.38439033,1587.102291,560.9439417,80562.40649,80309.18836,80735.14734,136.4650332,287.3131008,285.1781766,289.2121947,0.900101098,292.1480252,286.6462204,299.0192132,4.367857289,0.010673461,-0.593058189,0.558025522,0.346974618,-0.998025471,-1.596803358,-0.467680863,0.331856917,0.00017113,4.21e-08,0.000990439,0.000282257,1483,5
"95",95,95,12,2016-09-20,"Estacion Trafico Centro",33.45833333,0.152696073,0.305205836,3.64e-10,1.39e-09,5.36e-10,2.93e-09,1.01e-09,1.3e-09,2.33e-09,5.81e-10,370.5751009,17.16863216,1518.002247,510.8281986,80454.71837,80156.02594,80614.9339,123.98986,287.1651344,284.2079513,289.1633424,1.329476113,292.2386511,286.6538732,299.3886927,4.464559927,0.03127336,-0.704150708,0.934419057,0.469885936,-0.764083659,-1.431824329,-0.116959078,0.319842799,3.37e-05,7.11e-09,0.000495506,0.000102897,1483,2
"97",97,97,12,2016-09-28,"Estacion Trafico Centro",30.91304348,0.260902241,0.305205836,2.7e-10,1.17e-09,4.21e-10,2.53e-09,9.54e-10,7.69e-10,8.65e-09,1.88e-09,404.8877186,21.20027569,1510.062346,539.1240557,80528.72309,80311.33831,80751.39599,128.07917,287.0744296,285.1838594,289.7541611,1.01512079,292.3991696,287.4302255,299.2831928,3.936426551,0.039638547,-0.528673188,0.497502474,0.276934871,-0.86440659,-1.228082721,-0.366691394,0.244637902,9.64e-05,2.01e-07,0.000628716,0.000178506,1483,3
"98",98,98,12,2016-09-29,"Estacion Trafico Centro",35.70833333,0.268488954,0.305205836,2.88e-10,1.36e-09,5.02e-10,2.14e-09,6.55e-10,9.36e-10,5.08e-09,1.12e-09,352.5795105,27.21545424,1505.116628,473.4392954,80541.23181,80374.30551,80674.91116,97.66483987,288.2841381,286.8196833,290.7361979,0.969263959,292.0268838,287.9028148,297.563547,3.482980197,0.085396677,-0.672336478,0.9347206,0.427498523,-0.418631044,-1.033772012,1.059744622,0.549956021,0.000271336,1.37e-06,0.001872113,0.000468192,1483,4
"101",101,101,12,2016-11-05,"Estacion Trafico Centro",51.82608696,0.424861377,0.222249678,3.62e-10,2.59e-10,8.4e-11,1.87e-09,5.51e-10,6.31e-10,1.4e-09,3.09e-10,289.9800977,23.25244207,1135.417246,393.0742178,80506.71533,80278.81638,80643.36289,103.0721585,288.3529022,286.7248317,289.8656827,0.737525608,291.438551,286.8329045,297.4646224,3.201794195,0.319097892,-0.193282247,0.949276895,0.352811165,-0.19106446,-0.782954142,0.312656403,0.252346981,0.000400326,1.86e-06,0.002041366,0.000650248,1483,6
"102",102,102,12,2016-11-08,"Estacion Trafico Centro",39.73913043,0.273615976,0.222249678,3.51e-10,7.77e-10,2.25e-10,1.97e-09,5.4e-10,6.2e-10,2.72e-09,6.18e-10,269.9484848,12.5300112,1033.436253,360.8529941,80488.60181,80222.43389,80648.77914,129.3133135,288.3846025,285.8106705,290.0626701,1.100866214,290.6404672,286.6086063,294.9758551,2.827337611,0.051702246,-0.365457117,0.577287872,0.280982928,-0.186369914,-0.46086836,0.217485734,0.1573336,0.000335368,1.74e-06,0.001546026,0.000398483,1483,2
"103",103,103,12,2016-11-16,"Estacion Trafico Centro",38.75,0.178734237,0.222249678,3.43e-10,8e-10,2.41e-10,2.22e-09,4.23e-10,1.19e-09,3.75e-09,6.85e-10,287.7490938,15.08337275,998.1505421,362.0599974,80366.51638,80180.24038,80521.3427,100.7899505,287.7620015,286.0530012,288.7485146,0.651636039,290.7391466,286.3764643,296.2711651,3.026311824,0.026092465,-0.600503193,0.672630548,0.352892964,0.220602911,-0.241273781,0.926053665,0.30749634,0.000116221,7.99e-06,0.000410554,0.000114565,1483,3
"105",105,105,12,2016-11-28,"Estacion Trafico Centro",38.75,0.273628789,0.222249678,3.36e-10,3.99e-10,1.27e-10,1.89e-09,3.72e-10,6.92e-10,3.01e-09,5.47e-10,210.651569,18.32291239,1042.156222,301.1469434,80369.24998,80134.65025,80533.81116,119.7404305,289.3866364,287.8840378,291.2842571,0.914923745,291.1265888,288.1433403,296.341634,2.547783693,0.090956174,-0.883298771,0.719955015,0.414413172,-0.107324922,-0.665388059,0.558559193,0.351859799,0.000605891,4.04e-05,0.005194418,0.001097793,1483,1
"106",106,106,12,2016-11-30,"Estacion Trafico Centro",38.125,0.260065987,0.222249678,3.77e-10,3.92e-10,1.29e-10,1.99e-09,4.45e-10,1.57e-09,1.05e-09,2.1e-10,266.8818863,34.26190772,1080.894156,324.5840228,80375.60628,80171.15985,80507.36764,104.8865546,288.4113069,287.1633057,290.185696,0.775688737,291.2291066,287.5500194,297.4336411,3.21909476,0.006596791,-0.554958202,0.987630688,0.413367076,-0.216502071,-1.019458972,0.690058765,0.455137412,0.000274978,1.17e-06,0.002102527,0.000599024,1483,3
"107",107,107,12,2016-12-11,"Estacion Trafico Centro",29.25,0.208231336,0.232273894,3.2e-10,3.89e-10,1.36e-10,1.7e-09,3.99e-10,7.01e-10,3.11e-09,5.48e-10,317.5071338,16.69184631,1236.757565,419.9860478,80442.60391,80231.35294,80622.45678,116.187672,287.923913,286.1323751,289.8394645,0.940002104,291.5642409,286.9666498,297.1342979,3.435990393,0.263095789,-0.454542828,1.214405514,0.436917423,-0.429261658,-1.084639178,0.320314703,0.326709744,0.000186609,1.45e-05,0.001558718,0.000322657,1483,7
"108",108,108,12,2016-12-14,"Estacion Trafico Centro",34.29166667,0.194620489,0.232273894,2.72e-10,5.29e-10,1.7e-10,2e-09,7.91e-10,7.78e-10,1.02e-08,1.95e-09,337.5340326,14.66233886,1253.428442,462.1954646,80489.16915,80237.33058,80681.55933,136.9492873,288.0895503,285.8552975,290.5512773,1.228917697,291.4173335,285.9857578,297.7828024,3.958619934,-0.068906726,-0.917382575,0.512580536,0.317219595,-0.43287468,-0.792973779,-0.087253025,0.186186259,0.000142431,1.43e-06,0.001345032,0.000295108,1483,3
"109",109,109,12,2016-12-17,"Estacion Trafico Centro",38.66666667,0.347188036,0.232273894,2.87e-10,8.11e-10,2.55e-10,1.79e-09,9.19e-10,1.26e-09,7.54e-09,1.49e-09,353.5818876,25.18292788,1382.882495,467.818825,80497.55066,80294.55864,80651.3123,112.6041575,288.5558323,286.8593205,289.9842421,0.717608946,291.5201937,287.091074,296.6541741,3.110201633,0.173281587,-0.663653427,0.616963161,0.259993855,-0.063627922,-0.377842941,0.331015431,0.173692321,0.000461644,3.21e-06,0.002138437,0.000600276,1483,6
"110",110,110,12,2016-12-18,"Estacion Trafico Centro",26.56521739,0.219333094,0.232273894,2.68e-10,5.96e-10,1.81e-10,1.87e-09,8.64e-10,6.68e-10,7.19e-09,1.25e-09,381.22133,23.90490643,1347.770889,499.2950903,80458.07635,80251.55975,80607.37924,110.9478234,288.359716,286.939523,290.0524358,0.931321333,291.6146079,287.8888977,297.0841252,3.068600995,0.049112842,-0.497552037,0.536967772,0.276248664,-0.677206884,-1.137420806,-0.169185495,0.308799159,0.000328863,2.53e-07,0.002146791,0.000582897,1483,7
"111",111,111,12,2016-12-19,"Estacion Trafico Centro",32.41666667,0.219645365,0.232273894,2.61e-10,4.66e-10,1.45e-10,1.85e-09,6.57e-10,7.27e-10,8.85e-09,1.52e-09,332.1608087,26.01873616,1191.105846,423.2642715,80450.40047,80259.14931,80596.73007,103.131903,288.2380484,286.6133436,289.937861,0.951492119,291.9659362,286.9283444,297.525158,3.371317969,-0.191882545,-0.902508832,0.415707208,0.283371189,-0.650943723,-1.389445212,0.144318491,0.415362901,0.000139246,2.47e-06,0.001179019,0.000275715,1483,1
"112",112,112,12,2016-12-20,"Estacion Trafico Centro",37.66666667,0.148110975,0.232273894,1.98e-10,2.18e-10,7.37e-11,1.41e-09,6.83e-10,1.15e-09,6.72e-09,1.1e-09,307.0448426,13.3121211,1382.462102,422.6092531,80333.38995,80082.14737,80477.16601,112.1786078,288.2389781,284.7323166,289.8523127,1.267133033,290.8148226,284.9677984,295.9358676,3.141382883,-0.001683567,-0.64441436,1.379702822,0.572136942,-0.144230969,-0.64613564,0.575315106,0.336796849,0.000295788,6.1e-06,0.002968366,0.0006764,1483,2
"114",114,114,12,2017-01-02,"Estacion Trafico Centro",23.125,0.164064735,0.226591872,2.52e-10,3.96e-10,1.7e-10,1.5e-09,4.66e-10,7.52e-10,3.71e-09,6.77e-10,401.8968715,22.41702032,1308.661269,499.589254,80497.09746,80260.80826,80668.19156,125.8099732,288.2609083,287.3887087,289.9065577,0.667281561,292.134458,287.4831964,297.7227191,3.644997087,-0.095592235,-0.464260644,0.381725308,0.261821214,-0.923331136,-1.260352056,-0.421621179,0.23742716,6.04e-05,2.92e-07,0.00044373,9.2e-05,1483,1
"115",115,115,12,2017-01-03,"Estacion Trafico Centro",28.08333333,0.238748168,0.226591872,4.13e-10,9.42e-10,3.87e-10,3.31e-09,9.93e-10,1.13e-09,1.06e-08,1.98e-09,337.2075544,17.59250027,1261.902487,446.9639118,80371.1902,80174.14851,80514.44731,106.9111092,288.1187239,285.9976237,292.2129109,1.091888324,292.1853422,286.4470629,297.5943287,3.4378839,0.047711922,-0.683162085,0.504547759,0.32294916,-0.44234452,-0.917382596,0.310448162,0.381192244,6e-05,7.34e-06,0.000333424,8.73e-05,1483,2
"116",116,116,12,2017-01-06,"Estacion Trafico Centro",44.33333333,0.316834334,0.226591872,3.48e-10,2.24e-09,1.07e-09,2.18e-09,6.59e-10,1.73e-09,7.37e-09,1.53e-09,385.2418025,20.46064712,1376.457956,489.2453287,80405.9437,80209.70757,80575.18147,106.522116,287.5857069,286.735728,288.7008554,0.581666186,290.7795416,287.0885043,296.7950423,3.721662617,0.00807314,-0.816428827,0.731197942,0.496987964,-0.562766586,-0.979640337,-0.173446274,0.221206906,4.39e-05,4.35e-08,0.000203993,6.37e-05,1483,5
"117",117,117,12,2017-01-10,"Estacion Trafico Centro",27.875,0.239225829,0.226591872,2e-10,2.58e-09,1.32e-09,1.28e-09,4.04e-10,7.54e-10,5.15e-09,8.8e-10,307.6982031,16.79728282,1045.434236,400.8196472,80407.11527,80198.49268,80597.21166,121.5105749,287.5254385,286.4676738,289.0704492,0.847679203,290.2264133,286.6800553,294.9427652,2.955901417,-0.290826808,-0.659513416,0.027602931,0.165850257,-0.507377931,-1.355748184,-0.019471676,0.340215941,0.000129069,3.12e-06,0.000596234,0.000121683,1483,2
"119",119,119,12,2017-01-13,"Estacion Trafico Centro",30.33333333,0.270384341,0.226591872,2.89e-10,4.27e-10,1.83e-10,1.6e-09,6.33e-10,8.54e-10,1.26e-08,2.02e-09,279.0308819,44.61219903,1062.46536,343.0632269,80484.81096,80368.41357,80607.45982,77.4320052,288.1133575,287.0538416,289.96347,0.728272147,291.2025587,287.7718489,295.9079907,2.878568071,-0.020444096,-0.907023536,0.528460364,0.327747245,-0.346422336,-0.973107496,0.655926542,0.500051083,0.000176187,5.81e-06,0.001244436,0.000288964,1483,5
"120",120,120,12,2017-01-19,"Estacion Trafico Centro",50.16666667,0.111043889,0.226591872,3.22e-10,2.31e-10,8.5e-11,1.91e-09,4.24e-10,1.23e-09,5.09e-09,9.24e-10,284.3726062,27.9900568,1211.554321,384.645502,80463.60041,80247.93685,80619.88617,109.5571054,288.0865175,286.2630953,289.9277572,1.084678317,290.0287861,286.6627845,295.8016145,3.230770279,-0.019515498,-0.878409318,0.790834006,0.432481297,-0.183580444,-0.63373779,0.264278512,0.254725187,0.000281426,7.08e-07,0.002572614,0.000573827,1483,4
"121",121,121,12,2017-01-20,"Estacion Trafico Centro",42.05882353,0.259492825,0.226591872,3.91e-10,3.05e-10,1.06e-10,2.44e-09,5.43e-10,1.18e-09,4.98e-09,1.12e-09,287.3681719,16.56479613,1312.030496,405.9148502,80517.35135,80347.60751,80667.18071,90.36221647,288.4834298,287.1591947,291.3254137,0.874089465,290.8720565,287.6347187,295.8510635,2.630947147,0.108649962,-0.981732012,0.89396494,0.429754496,-0.113356793,-0.592855542,0.187359356,0.241899677,0.000409906,5.87e-05,0.000850067,0.000261519,1483,5
"122",122,122,12,2017-01-21,"Estacion Trafico Centro",27.55555556,0.130679943,0.226591872,3.48e-10,2.46e-10,8.48e-11,2.11e-09,5.87e-10,4.42e-10,1.65e-09,4.12e-10,369.4570874,18.37312254,1379.138015,493.5846554,80658.61546,80481.3776,80851.34028,108.6303329,287.0791869,285.2996921,288.9819198,0.996518119,290.7438411,286.4568082,296.2940275,3.229575931,-0.235550458,-0.878776257,0.292555635,0.265460982,0.228101222,-0.176482913,0.609907041,0.246120223,0.000276724,1.87e-05,0.000931551,0.000233273,1483,6
"125",125,125,12,2017-01-26,"Estacion Trafico Centro",34.41666667,0.087555761,0.226591872,3.2e-10,3.68e-10,1.21e-10,2.53e-09,3.35e-10,2.43e-09,6.08e-09,1.27e-09,455.5135233,24.03052041,1582.937969,594.4697775,80529.23681,80363.09186,80705.34045,96.82372071,286.3829986,285.3138241,287.4266969,0.618489325,291.4818012,286.4709555,297.6140537,3.948269113,-0.062422129,-0.517177992,0.719342149,0.446335867,-1.004157691,-1.639538484,-0.436001037,0.367699809,2.08e-05,0,0.000185023,4.67e-05,1483,4
"126",126,126,12,2017-01-27,"Estacion Trafico Centro",35.08333333,0.210342259,0.226591872,3.16e-10,5.96e-10,1.95e-10,2.1e-09,6.6e-10,1.1e-09,9.96e-09,1.84e-09,412.110831,23.74291215,1350.795688,527.1174002,80577.81757,80314.46977,80752.50306,131.8433482,287.3232118,286.3659465,289.1391934,0.714279213,291.5514332,287.1473217,296.9600688,3.408916544,-0.231488721,-0.786731553,0.677789822,0.431007149,-0.87165538,-1.198785675,-0.369454306,0.204198935,4.12e-05,5.97e-09,0.000190419,5.76e-05,1483,5
"129",129,129,12,2017-02-05,"Estacion Trafico Centro",35.5,0.026013966,0.243392387,3.17e-10,3.05e-09,1.24e-09,2.69e-09,9.44e-10,9.47e-10,8.98e-09,2.05e-09,467.3831269,29.49904421,1634.061216,624.2858796,80366.22947,80118.79326,80595.67426,141.1100275,288.0229927,285.5500633,289.7747367,1.106517039,292.728243,286.2306137,300.1696049,4.878539166,-0.123549641,-0.872801999,0.738932552,0.51701687,-1.119213853,-1.355954716,-0.738160756,0.199084373,1.44e-05,9.78e-09,0.000103509,2.75e-05,1483,7
"130",130,130,12,2017-02-06,"Estacion Trafico Centro",39.125,0.070766375,0.243392387,3.24e-10,2.24e-09,9.01e-10,2.44e-09,9.56e-10,6.8e-10,9.24e-09,1.91e-09,518.9267865,27.3586412,1765.460403,672.0891262,80374.35046,80139.44101,80582.9557,127.2523539,287.2365507,285.2504175,290.3226782,1.315470358,292.8564381,286.1802285,299.5992596,4.487997669,-0.142912066,-0.570910704,0.561255141,0.343026481,-1.239024807,-1.818037375,-0.542231586,0.333709924,1.24e-05,0,9.46e-05,2.62e-05,1483,1
"131",131,131,12,2017-02-07,"Estacion Trafico Centro",42.20833333,0.069942686,0.243392387,3.36e-10,1.97e-09,7.84e-10,2.68e-09,1.03e-09,1.08e-09,1.06e-08,2.42e-09,539.5690856,26.1848746,2031.029441,748.0290323,80364.58467,80138.03649,80551.28999,124.4533321,287.0749693,284.5759449,289.89487,1.31044088,292.4912008,286.6798314,299.2155258,4.154205829,-0.202777037,-0.659867206,0.570586717,0.393257134,-1.126619873,-2.134083054,-0.331180104,0.470843677,4.09e-06,0,2.21e-05,6.65e-06,1483,2
