"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"15158",15488,21,2020-07-10,"FAR",13.0869565217391,0.117053947,0.172149816,5.88e-10,2.68e-09,1.21e-09,2.02e-09,9.94e-09,1.42e-09,2.44e-09,5.57e-10,628.042770205449,21.9747607322514,2324.03546377427,817.124270991938,75571.1966498382,75426.1816118325,75658.3969251362,70.4968435003583,283.027078232621,281.260178357214,284.123340006405,0.717689858550289,289.001007997321,282.765154122868,297.991863802261,5.12161168756903,-1.17555558773591,-2.98837584822626,-0.0783711049558027,1.03769406797207,-0.465836474536468,-3.3892091969525,1.12893088402138,1.25426242621091,6.02540962360261e-05,0,0.000551870304839589,0.000129747195138067,2234,5
"15160",15490,21,2020-07-13,"FAR",12.5,0.290292549,0.172149816,7.31e-10,5.68e-09,2.43e-09,2.34e-09,8.61e-09,2.06e-09,4.73e-10,1.2e-10,796.632569654347,116.532650078506,2380.74072516186,812.918828472831,75513.969423196,75317.393074283,75619.6116271096,90.8274705348188,283.096804651601,280.73545298521,284.876440191,1.18310804010734,290.42653273807,285.009913891317,297.417048372613,4.43245715244205,-0.699090005490388,-2.55113179770771,0.523573132053945,0.783459478232126,-0.323995924782547,-1.38594846744295,0.540458275045127,0.514078630886794,0.00021297115688772,4.99899869585305e-07,0.00114920559748464,0.000332445458974024,2234,1
"15161",15491,21,2020-07-14,"FAR",16.4583333333333,0.285225543,0.172149816,6.42e-10,8.93e-09,3.92e-09,2.25e-09,7.96e-09,2.06e-09,1.32e-09,3.22e-10,711.114949764937,24.1400786283123,2199.29595987192,763.711155777467,75488.9647855715,75311.3863681107,75604.4351127759,77.8935582651132,282.908826586102,280.032800656952,285.89863101164,1.3182387624524,291.083468720353,284.697869522472,297.850719592691,4.23745878552314,-0.374312325855095,-2.07680095411911,0.580607167213889,0.777735573842298,-0.694213731308462,-2.5369430267173,0.241061444677944,0.755110574051544,0.000143896747048836,0,0.00119861033154122,0.000309213091071277,2234,2
"15162",15492,21,2020-07-15,"FAR",14.25,0.34448636,0.172149816,5.82e-10,5.39e-09,2.36e-09,1.98e-09,6.14e-09,1.97e-09,1.11e-09,2.68e-10,685.005084764235,59.8307443345896,2262.55835446714,738.646967785726,75490.2112791321,75330.4216936588,75587.7892732017,73.8970533628873,284.650956257446,283.710199980648,285.561038732437,0.620784274669468,290.572437536929,286.016454004068,297.719090004814,3.69666134796046,-0.0743448140741212,-1.71060843285661,0.912064878214167,0.725569690513451,-0.485460479696974,-2.21190275150455,0.414989941590148,0.543240616267612,0.000412465125215659,0,0.00334690127709925,0.000836691061911232,2234,3
"15163",15493,21,2020-07-17,"FAR",20.5416666666667,0.177123911,0.172149816,6.69e-10,2.09e-08,8.32e-09,2.3e-09,7.38e-09,1.02e-09,1.93e-09,4.49e-10,758.696100011153,40.4020831380379,2280.64107959247,794.885375771007,75561.0216681575,75343.5981096114,75680.9799756744,108.271949932125,283.132729541021,281.076557968961,285.460779735282,1.28103020369146,290.411115140043,284.458263091199,296.774394071912,4.15793415753568,-0.173191269121731,-2.39928593120137,1.0382545852601,0.808114045004542,-0.847039851776364,-3.44627305733033,0.0838969512832298,0.898627394776718,0.000145353843871255,6.70260745860605e-07,0.00143979922144896,0.000290163497724323,2234,5
"15165",15495,21,2020-07-19,"FAR",23.4583333333333,0.348139927,0.172149816,6.2e-10,2.33e-08,9.64e-09,2.17e-09,6.67e-09,1.68e-09,2.66e-09,6.44e-10,770.478698874497,49.4679088202502,2376.860949402,773.965440377959,75417.6406197684,75229.9142318018,75531.2717836341,90.0400034592599,282.641697597446,279.480502984686,283.953140074463,1.0541350478244,290.417150203085,284.593437053797,297.215634982186,4.17491270583868,-0.58844040535345,-1.22478911206091,0.083901293257932,0.363502214069553,-0.28345104119702,-1.73264658061603,0.672302860313736,0.537676813037536,9.69574314825677e-05,1.59523876235934e-10,0.000595847246422929,0.000157332635033697,2234,7
"15166",15496,21,2020-07-20,"FAR",20.8333333333333,0.355988259,0.172149816,7.85e-10,1.2e-08,5.09e-09,2.53e-09,9.32e-09,2.83e-09,2.34e-09,5.72e-10,616.840758543783,33.3648055524199,1942.46288611487,634.409359699638,75423.6497813716,75179.7035364957,75547.4390918883,113.299139932677,283.041794486182,280.522657965411,284.093894809701,0.831614134877673,289.784548340861,284.589658799302,297.384639562699,4.20253325942886,-0.981092104983117,-3.17188382395438,0.062496137270306,0.86058697340614,0.371361423626639,-0.899221320658352,1.43492275601142,0.612067340570414,0.000189152603623218,4.59846437078369e-10,0.000997026768668053,0.000289168159128176,2234,1
"15169",15499,21,2020-08-05,"FAR",9.95833333333333,0.323,0.253157467,5e-10,2.69e-09,1.11e-09,1.8e-09,5.6e-09,2.32e-09,1.79e-09,4.73e-10,547.647409998035,59.4843883448727,1860.83104759178,605.611646253121,75536.9305710688,75276.4792912006,75658.2625979142,103.595461309523,285.255928147925,284.215866231586,286.45551192024,0.609885041167093,289.900163436576,284.905453085707,296.012287025103,3.79756141333047,-1.2687633438075,-3.27312411428868,-0.451564282444509,0.75369487730786,-0.530730971934149,-1.37759537651773,0.261789221707197,0.44614623469655,0.000106080287041361,1.29949441837268e-06,0.00115186023042807,0.000246220874350218,2234,3
"15170",15500,21,2020-08-15,"FAR",12.0833333333333,0.328500514,0.253157467,4.72e-10,5.49e-10,2.42e-10,1.57e-09,6.51e-09,1.96e-09,6.57e-10,1.62e-10,514.173801196166,20.1036235963596,2023.21465981413,620.35920024032,75392.4029783526,75216.4290394232,75531.6723249584,91.2787090767784,283.016938510484,281.115804783623,284.545652135687,0.920777041032033,287.428892289706,281.757981261172,294.139058505405,4.0054071051676,-0.70129848967263,-1.43088688945068,0.423497470196358,0.643562416779637,-0.678586607919113,-1.56281437759632,-0.204739818300255,0.372999683375199,0.000266953227413881,1.18326577460971e-10,0.00253649887899267,0.000601334439748461,2234,6
"15171",15501,21,2020-08-22,"FAR",12.9166666666667,0.230416412,0.253157467,6.15e-10,9.44e-10,3.19e-10,2.5e-09,7.1e-09,2.39e-09,1.05e-09,2.1e-10,694.465337752629,35.3814149701509,2095.37020551963,772.321781493906,75236.9692572425,75072.0495890468,75350.4034660723,80.9345480351787,283.047875789139,281.055566048954,284.47383644804,0.96363594156491,290.190331138423,283.821646547534,296.432114768921,4.50220606733579,-1.57735214112015,-4.23960641383468,-0.292532171857019,1.16960014783899,-0.209821830311435,-1.05617476088046,0.267422029721982,0.361013692650209,3.71062678789981e-06,5.95415332589061e-10,2.85650010517633e-05,6.07898701720225e-06,2234,6
