"","X","ID","date","estacion","PM25","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","DEM","dayWeek"
"1483",1485,1,2021-01-24,"BSQ",11,0.235630689,0.162127527,7.81e-10,6.79e-09,1.59e-09,2.27e-09,6.4e-09,4.65e-09,5e-09,1.02e-09,479.6460328,28.15829221,1390.672658,489.2107565,90338.01353,90207.89371,90459.43573,79.78319871,287.2942039,285.8092743,288.3405752,0.877766898,293.5977737,288.1691003,299.6732491,4.203509139,0.420327738,-0.386273762,1.500623249,0.501615847,1.335836378,-0.887181292,2.612102355,0.923764219,0,0,0,580,7
"1484",1486,1,2021-01-25,"BSQ",15,0.174016307,0.162127527,7.6e-10,6.09e-09,1.47e-09,2.33e-09,6.21e-09,3.44e-09,4.55e-09,1.07e-09,494.0499828,32.51412986,1380.502442,499.5920817,90283.13825,90155.22737,90437.05408,84.24031044,286.9797548,285.3795049,288.2575635,0.643867662,293.0586813,288.6737162,299.0618052,3.786632531,0.422362333,-0.240941417,1.324407427,0.444543885,1.4055749,-0.001179893,2.842412173,0.873076853,3.76e-06,3.76e-06,3.76e-06,580,1
"1485",1487,1,2021-01-26,"BSQ",14,0.169772431,0.162127527,6.49e-10,4.67e-09,1.28e-09,2.02e-09,7.06e-09,3.31e-09,8.68e-09,2.16e-09,569.7171641,21.56056587,1680.490989,604.6367162,90357.69267,90230.41566,90464.3633,70.01529803,284.9447116,283.7357533,287.0610226,0.781875121,292.1386781,286.8001616,298.7088506,4.245006417,0.297203315,-0.172894317,0.818907339,0.333596129,1.344508004,-0.723701556,3.046233718,1.212067826,1.14e-05,1.14e-05,1.14e-05,580,2
"1486",1488,1,2021-01-27,"BSQ",17,0.079938677,0.162127527,6.31e-10,2.67e-09,7.53e-10,1.88e-09,6.34e-09,2.66e-09,1.38e-08,2.85e-09,597.9414778,22.74180741,1673.612589,625.6448084,90442.22851,90213.67009,90621.7143,109.211917,282.5031942,281.5076792,285.1268486,0.926044063,292.0414814,286.3176582,299.0748809,4.894718797,0.551829446,0.124566059,1.295671322,0.405986528,1.141022882,-0.365399113,2.531025521,1.073655522,0,0,0,580,3
"1487",1489,1,2021-01-28,"BSQ",16,0.062926526,0.162127527,6.14e-10,2.46e-09,6.87e-10,1.99e-09,5.44e-09,2.03e-09,1.15e-08,2.15e-09,615.040801,16.85988308,1834.884889,674.2061959,90228.29931,90133.24595,90315.7235,49.96294308,281.4729623,280.0427944,284.5905199,1.200955536,292.4453971,286.0199381,298.4381867,4.145579725,0.460589174,0.00119661,1.304457469,0.346122984,1.135302216,-0.684655371,2.883470214,1.228774704,0,0,0,580,4
"1489",1491,1,2021-02-02,"BSQ",15,0.268927833,0.17937071,6.25e-10,2.96e-09,8.78e-10,1.5e-09,5.08e-09,1.74e-09,7.08e-09,1.27e-09,504.6696579,32.25606568,1505.697688,543.2771533,90313.51294,90170.51173,90432.47928,81.1398549,282.7616042,280.9148269,285.3479545,1.153189051,288.4487691,283.4908332,294.6697596,4.051372723,0.267316992,-0.277162757,1.188429632,0.382847288,0.818952423,-0.785942672,2.310971725,0.928007709,1.41e-05,1.41e-05,1.41e-05,580,2
"1490",1492,1,2021-02-03,"BSQ",18,0.126318007,0.17937071,7.82e-10,2.6e-09,8.29e-10,1.99e-09,6.37e-09,3.13e-09,1.34e-08,2.7e-09,356.6511411,16.29998141,1166.483522,441.1148029,90452.68448,90295.06987,90532.42478,63.58775517,281.3504036,278.5683608,285.3510338,1.813296281,290.9528835,282.3523911,301.2370308,6.832967331,0.496026668,-0.068231289,1.564757721,0.554375105,0.268406628,-1.466131583,1.535717467,1.003611599,0,0,0,580,3
"1492",1494,1,2021-02-05,"BSQ",18,0.227413394,0.17937071,1.02e-09,1.68e-09,4.57e-10,2.63e-09,7.01e-09,3.51e-09,1.08e-08,2.85e-09,333.2657026,44.52617788,840.8046496,320.5370125,90402.79233,90302.72791,90530.70182,77.21695658,286.8198641,284.5854457,288.8907422,1.394185277,290.9596953,286.1553216,296.237247,3.428793725,0.405449111,-0.083952838,1.15059166,0.350338438,1.050996223,-0.338143978,2.417652197,0.959631136,0,0,0,580,5
"1494",1496,1,2021-02-07,"BSQ",15,0.174735244,0.17937071,9.26e-10,2.01e-09,4.92e-10,1.85e-09,9.13e-09,7.58e-09,8.57e-09,1.84e-09,360.2322493,17.1895281,994.7006616,380.0653278,90402.65484,90240.14157,90568.00611,105.6821255,286.2337381,284.7146591,287.7722004,0.829511216,290.7115508,287.144206,296.3157092,3.143715805,0.292969369,-0.298308785,1.034847333,0.42109833,1.164270676,-0.213408538,2.401369838,0.952693944,7.5e-08,7.5e-08,7.5e-08,580,7
"1497",1499,1,2021-02-10,"BSQ",19,0.18369005,0.17937071,7.96e-10,1.05e-08,2.46e-09,2.31e-09,5.38e-09,1.99e-09,1.01e-08,2.59e-09,376.4826185,20.56557149,1118.949893,403.0297003,90246.44921,90150.22312,90319.55918,50.55605974,286.9581365,284.754915,288.519402,1.290768633,292.3947491,287.7400483,297.7470897,3.562462561,0.318235381,-0.490823646,1.158079392,0.388365539,0.730384202,-1.343748405,2.391876805,1.195543246,0,0,0,580,3
"1499",1501,1,2021-02-13,"BSQ",14,0.301104893,0.17937071,1.04e-09,2.73e-09,7.24e-10,2.31e-09,9.29e-09,7.57e-09,3.52e-09,7.31e-10,479.4251931,31.08030755,1442.955327,512.2887674,90453.39514,90373.33827,90546.67398,54.06128492,285.6868605,284.7250078,287.3739139,0.719255097,291.0521853,287.1953742,296.2484146,3.179446649,0.165200858,-0.306291933,0.563080886,0.208371604,0.992032722,-0.47355412,2.144884864,0.878910687,3.88e-08,3.88e-08,3.88e-08,580,6
"1500",1502,1,2021-02-14,"BSQ",10,0.129721892,0.17937071,7.25e-10,2.84e-09,8.58e-10,1.58e-09,7.91e-09,4.54e-09,5.19e-09,1.13e-09,453.0532969,29.92719143,1373.429514,500.693619,90369.91964,90259.69173,90490.78017,69.1175881,284.7180711,283.5284718,286.9531209,0.964653325,290.3153392,285.7751908,296.4562531,3.74607996,0.330388478,-0.099802475,0.679086904,0.220874675,0.798825881,-1.046502847,2.494552539,1.184720633,2.35e-07,2.35e-07,2.35e-07,580,7
"1502",1504,1,2021-02-17,"BSQ",13,0.13931128,0.17937071,5.75e-10,4.02e-09,1.17e-09,1.52e-09,7.38e-09,4.07e-09,4.89e-09,1.08e-09,474.3631022,35.96649795,1399.84187,499.0864582,90625.65412,90543.59268,90694.85552,49.54063896,283.3111213,281.698467,285.5433591,1.179024922,289.8361573,284.3918013,296.870185,4.705950119,0.40136427,0.009295449,1.073664956,0.245109018,1.103897317,-0.439449299,2.513365334,0.938178584,0,0,0,580,3
"1503",1505,1,2021-02-18,"BSQ",9,0.156751388,0.17937071,6.04e-10,2.08e-09,5.9e-10,1.26e-09,6.73e-09,2.32e-09,3.67e-09,6.35e-10,454.1804393,24.5014457,1382.672923,488.4353864,90665.86983,90578.35142,90749.32688,50.43099462,282.8758243,280.6856161,284.8732506,1.436823132,289.2859435,283.1603706,295.9916073,4.488338091,0.3008483,-0.074650354,0.530383771,0.155516126,0.957298657,-0.601692752,2.287742767,0.909420166,0,0,0,580,4
"1505",1507,1,2021-02-20,"BSQ",12,0.102701034,0.17937071,7.63e-10,1.66e-09,4.44e-10,1.64e-09,6.2e-09,2.37e-09,7.57e-09,1.38e-09,495.6341345,17.33290355,1551.95095,601.7258747,90585.12216,90480.21467,90678.92784,61.37045347,281.7222549,279.0144943,284.2303389,1.497916878,291.8713067,284.3283704,299.245517,5.242800149,0.116695447,-0.252853633,0.769260797,0.260005561,0.637623371,-1.234038574,2.690595765,1.370651582,0,0,0,580,6
"1508",1510,1,2021-02-23,"BSQ",17,0.104784073,0.17937071,7.08e-10,2.2e-09,6.24e-10,1.68e-09,5.98e-09,1.77e-09,8.26e-09,1.56e-09,362.8499625,15.38926287,1149.175747,434.4968712,90415.98418,90201.07903,90600.91385,106.1352028,280.9833637,278.5649836,284.3982796,1.608939257,292.3886226,283.9620284,301.657317,6.365021296,0.573306857,-0.03091012,1.399950501,0.471628608,0.750699444,-1.159139229,2.488933839,1.371618831,0,0,0,580,2
"1509",1511,1,2021-02-24,"BSQ",17,0.08683074,0.17937071,8.68e-10,3.92e-09,1.11e-09,2.29e-09,4.94e-09,1.49e-09,9.11e-09,1.78e-09,306.7606418,15.04069606,913.6706408,353.1854747,90255.26594,90107.45921,90329.10458,69.33890761,283.0949345,281.0345795,286.3811448,1.514536965,293.097136,286.5320527,300.4248688,4.993582714,0.36524186,-0.276512183,0.971097555,0.310260895,1.009463624,-0.782221322,2.984983843,1.362856615,0,0,0,580,3
"1510",1512,1,2021-02-25,"BSQ",21,0.160173787,0.17937071,7.69e-10,4.53e-09,1.24e-09,2e-09,6.7e-09,1.94e-09,6.84e-09,1.69e-09,307.3903853,15.56318013,977.5385313,360.5706241,90206.73041,90070.13592,90372.96836,85.10994482,284.81002,281.9030359,288.4864723,1.914880893,292.2104595,286.2207381,299.5154623,4.934470993,0.407689718,-0.090865879,0.91156845,0.295079006,0.855230819,-0.792193612,2.817871453,1.485360721,0,0,0,580,4
"1511",1513,1,2021-02-26,"BSQ",21,0.11197422,0.17937071,8.93e-10,1.16e-08,3.26e-09,2.53e-09,7.46e-09,2.96e-09,4.07e-09,9.71e-10,333.7625796,22.66840356,1019.883002,373.901494,90292.75726,90158.67475,90400.27091,74.82077356,285.6343953,283.5241381,288.2157905,1.257851777,292.4069324,286.8731768,299.8777945,4.855764683,0.506995683,-0.313994769,1.404055232,0.479529495,0.781921265,-1.273681261,2.667479761,1.468547274,0,0,0,580,5
"1512",1514,1,2021-02-27,"BSQ",22,0.147027734,0.17937071,8.06e-10,9.12e-09,2.55e-09,2.24e-09,5.39e-09,1.74e-09,3.14e-09,8.51e-10,353.2252729,16.68755097,1099.547801,419.3984758,90310.81323,90237.74493,90390.07069,50.19402497,284.380322,281.4661064,287.6546005,1.720948611,292.7578868,285.436624,301.7854372,5.972098787,0.537345361,-0.119286235,1.501252515,0.479258088,0.668276981,-1.135312067,2.441623641,1.38206395,0,0,0,580,6
"1513",1515,1,2021-02-28,"BSQ",19,0.084643567,0.17937071,9.07e-10,6.7e-09,1.97e-09,3.19e-09,5.63e-09,1.51e-09,6.39e-09,1.52e-09,388.009545,16.26851691,1269.975533,483.2063202,90239.03404,90105.24536,90339.88898,66.63643582,282.4231463,279.0315488,286.8696531,2.264327687,292.7435453,284.2053529,301.7307245,6.238680198,0.396412182,-0.174513456,1.149962723,0.3970237,0.5570103,-1.468559292,2.410143372,1.5164631,0,0,0,580,7
"1514",1516,1,2021-03-01,"BSQ",18,0.064133463,0.192401626,2.27e-09,5.05e-09,1.51e-09,1.63e-08,6.21e-09,1.42e-09,1.02e-08,2.04e-09,335.9016205,13.33527759,1150.88538,403.9310661,90106.57159,89989.59235,90183.41664,52.98482636,283.8785506,281.2747385,286.5102512,1.704924856,292.0754901,287.7684094,297.3790972,3.351477642,0.142673246,-0.415330106,0.929729394,0.385157749,0.875686812,-0.917573989,2.631979805,1.224320143,0,0,0,580,1
"1515",1517,1,2021-03-02,"BSQ",19,0.212246554,0.192401626,1.21e-09,3.93e-09,1.17e-09,4.7e-09,6.69e-09,2.65e-09,1.08e-08,3.07e-09,350.292382,18.6331223,1022.638103,384.3669658,90235.01578,90081.88199,90384.34109,92.39038888,286.0343247,284.2440987,287.374035,0.933464052,291.7549793,287.1882904,297.3445598,3.575872535,0.272359216,-0.556411444,1.117781139,0.463568912,0.693054122,-0.925294916,2.439268996,1.184001485,0.00018484,0.00018484,0.00018484,580,2
"1516",1518,1,2021-03-04,"BSQ",21,0.108897415,0.192401626,8.08e-10,2.98e-09,9.14e-10,2.19e-09,5.76e-09,1.69e-09,4.49e-09,1.1e-09,356.8367804,17.09186624,1072.749845,405.6728596,90400.14961,90084.47332,90608.41674,157.6100296,287.2091989,284.9449864,289.2588177,1.465600733,294.0314187,287.9104796,302.3299559,5.309838912,0.460113259,-0.298307142,1.255951573,0.433508652,0.846129165,-0.782435054,2.326481899,1.070992607,0,0,0,580,4
"1517",1519,1,2021-03-05,"BSQ",14,0.168324683,0.192401626,9.09e-10,6.55e-09,1.87e-09,2.72e-09,5.3e-09,1.71e-09,9.39e-09,2.25e-09,373.579859,29.09112003,1184.26938,407.8962526,90270.03782,90137.13247,90443.19907,110.0548857,286.7522849,284.9984546,288.3911465,1.16511092,292.79156,288.0333441,298.029309,3.193153898,0.184876299,-0.39746477,1.093207883,0.42771439,1.325556136,0.020806692,3.051959742,1.075612606,0,0,0,580,5
"1519",1521,1,2021-03-07,"BSQ",14,0.139331835,0.192401626,7.63e-10,3.86e-09,1.13e-09,1.74e-09,7.94e-09,3.45e-09,3.93e-09,8.58e-10,384.4792214,14.54690245,1156.353412,434.562307,90519.44416,90424.20114,90635.4394,67.65232727,286.3237943,284.132644,288.4631973,1.35121059,292.9883412,286.7915325,301.8740731,5.412376077,0.704700407,-0.298671845,1.887593288,0.673745377,0.933085889,-1.067988172,2.461887508,1.077907562,0,0,0,580,7
"1520",1522,1,2021-03-08,"BSQ",17,0.071889803,0.192401626,8.03e-10,2.94e-09,9.02e-10,2.02e-09,5.79e-09,2.13e-09,5.88e-09,1.19e-09,385.3671533,16.31692797,1319.142708,472.9209293,90377.74397,90298.06744,90485.54853,57.47006091,284.2600487,281.8457622,288.255372,1.736532602,294.7234843,287.7551992,302.7673128,5.24003438,0.459484337,-0.013709188,0.929236002,0.286676724,0.684107184,-1.515645419,2.997791472,1.510174343,0,0,0,580,1
"1521",1523,1,2021-03-09,"BSQ",20,0.093711435,0.192401626,8.58e-10,5.48e-09,1.44e-09,2.1e-09,5.28e-09,1.26e-09,1.09e-08,2.29e-09,354.9271562,15.471188,1077.166146,410.1517656,90366.3583,90250.67055,90450.14437,54.05968969,284.1758587,282.5186206,285.7739438,0.981509894,292.6677437,287.1801276,299.5674813,4.425177551,0.412852828,-0.032448455,1.065452457,0.343330469,1.065868174,-0.602537451,2.821935907,1.252942047,0,0,0,580,2
"1522",1524,1,2021-03-10,"BSQ",18,0.145927637,0.192401626,9.91e-10,5.17e-09,1.42e-09,2.84e-09,6.19e-09,1.85e-09,1.08e-08,2.55e-09,391.3315056,32.44967072,1134.119655,425.0616872,90549.79403,90396.99301,90700.79371,115.0088659,284.549731,283.2980492,285.8269315,0.819211814,291.0043903,286.5404604,297.0594546,3.743784186,0.379507686,-0.600205862,1.305965727,0.503119699,1.046809414,-0.715288512,2.611781022,1.185467188,0,0,0,580,3
"1523",1525,1,2021-03-14,"BSQ",1,0.124912269,0.192401626,9.27e-10,4.17e-09,1.23e-09,2.05e-09,1.01e-08,4.05e-09,6.31e-09,1.42e-09,384.0240331,21.69140775,1165.114031,426.9119872,90444.33207,90342.64859,90536.30019,58.20937053,283.5151593,282.2161036,284.8891661,0.824225132,290.2032426,285.6093441,296.8930857,4.011732632,0.432386941,-0.005887999,1.091462553,0.302508004,1.017164462,-0.633428489,2.543602462,1.099674212,1.15e-07,1.15e-07,1.15e-07,580,7
"1525",1527,1,2021-03-20,"BSQ",11,0.134292979,0.192401626,5.64e-10,3.55e-09,1.05e-09,1.31e-09,7.87e-09,2.03e-09,4.4e-09,7.79e-10,521.8742244,32.07528655,1745.483266,611.2269292,90728.85974,90502.10453,90859.95457,98.4412166,278.3912718,276.5281579,281.416672,1.396735885,286.4129113,279.4429332,295.4594419,5.919972419,0.205257302,-0.576204637,1.054934865,0.3329679,0.511535983,-1.272774206,2.232748111,1.083633717,0.000701069,0.000701069,0.000701069,580,6
"1526",1528,1,2021-03-21,"BSQ",10,0.112709315,0.192401626,8.69e-10,2.63e-09,8.06e-10,1.82e-09,7.02e-09,2.67e-09,2.68e-09,4.78e-10,361.0282491,16.17409251,1177.457803,427.041054,90561.14929,90436.05216,90649.73395,57.23140737,279.951744,277.2070124,283.2215741,2.031567938,287.942871,282.2271563,294.774812,4.520810066,0.076259214,-0.428434769,0.654048736,0.313948166,0.849464206,-1.161986399,2.629916031,1.261973187,0,0,0,580,7
"1528",1530,1,2021-03-23,"BSQ",22,0.083202941,0.192401626,9.02e-10,2.18e-09,6.62e-10,2.41e-09,6.98e-09,2.02e-09,2.79e-09,5.2e-10,361.6671835,14.0904405,1247.582349,462.8458642,90463.25316,90316.03604,90552.51655,67.20611112,279.332705,276.0675312,284.2825649,2.289185025,290.4669089,283.9375492,298.0229445,5.172227118,0.11986815,-0.440930248,0.792406012,0.374217215,0.710255235,-1.126126194,2.551019283,1.290819064,0,0,0,580,2
"1529",1531,1,2021-03-24,"BSQ",25,0.153259641,0.192401626,1.18e-09,1.71e-09,5.12e-10,4.44e-09,8.41e-09,2.93e-09,8.45e-09,1.78e-09,411.2576893,16.6706881,1340.192677,502.5953856,90536.77189,90456.55372,90616.33269,50.49054782,282.157916,279.8812667,283.6089765,1.287069379,288.9383006,283.4326701,295.2771123,4.145395636,0.109358109,-0.424332177,0.553932989,0.245199604,1.01047221,-0.558797595,2.743064681,1.206497755,0,0,0,580,3
"1530",1532,1,2021-03-25,"BSQ",18,0.171235025,0.192401626,9.39e-10,4.02e-09,1.12e-09,3.26e-09,7.11e-09,2.65e-09,9.07e-09,1.79e-09,462.7428667,33.37978853,1324.099477,480.3784981,90625.06481,90441.64879,90752.96341,102.3387409,281.2000825,279.0089696,283.3793696,1.188593169,286.4965463,282.8790304,290.7855676,2.830070771,0.163228511,-0.254836038,0.704593215,0.260338114,1.238013006,-0.317385288,2.507081267,0.897267982,0,0,0,580,4
"1531",1533,1,2021-03-26,"BSQ",21,0.060993384,0.192401626,8.73e-10,3.76e-09,1.08e-09,2.56e-09,6.61e-09,2.09e-09,9.56e-09,1.94e-09,450.107035,18.39685182,1503.601284,552.1257952,90662.15845,90434.64402,90846.84231,130.8729774,277.2642036,274.3342709,279.6567684,1.382798768,286.5975399,279.3504435,295.1849576,5.924060497,0.603465805,-0.074597729,1.34105374,0.430409775,0.444186379,-1.737448991,1.725496817,1.135857106,0,0,0,580,5
"1534",1536,1,2021-03-29,"BSQ",27,0.16919355,0.192401626,1.2e-09,2.01e-09,6.24e-10,3.68e-09,7.05e-09,2.33e-09,7e-09,1.97e-09,275.135855,16.29475906,944.8138288,348.1247489,90378.09151,90241.17242,90530.37543,109.054232,280.8142107,277.2653618,283.5873107,1.869887325,288.6710476,283.7729657,294.7111113,3.788705523,0.213636418,-0.267087604,1.054660739,0.393608512,0.594508656,-1.210625151,2.52671378,1.217009315,0,0,0,580,1
"1535",1537,1,2021-03-30,"BSQ",22,0.131620999,0.192401626,1.18e-09,1.63e-09,5.01e-10,3.9e-09,6.07e-09,2.28e-09,5.22e-09,1.66e-09,295.5012212,14.62269285,1013.623323,373.6995889,90422.42667,90341.73341,90505.11116,44.59612771,281.5950074,279.8435911,283.355996,1.005601707,288.5349663,283.4007685,294.9588365,4.039758215,0.379699233,-0.282330344,1.151967991,0.40730079,0.637062716,-1.125515537,2.299742225,1.105508531,0,0,0,580,2
"1537",1539,1,2021-04-01,"BSQ",31,0.145719846,0.179419113,1.26e-09,2.42e-09,7.11e-10,5.33e-09,7.8e-09,3.06e-09,4.5e-09,1.48e-09,343.5098677,26.74829792,1210.883013,422.0363636,90276.74736,90162.07157,90427.39384,88.37054411,282.2058737,280.3246734,284.0774156,1.155563303,287.3227134,283.157326,293.0885187,3.388552621,0.278335336,-0.102918976,0.985681874,0.279634064,0.841367621,-1.062990473,2.236774307,0.990574329,0,0,0,580,4
"1538",1540,1,2021-04-03,"BSQ",33,0.094536909,0.179419113,1.01e-09,2.01e-09,6.48e-10,2.38e-09,8.58e-09,3.55e-09,2.91e-09,6.76e-10,287.7768478,16.74037142,1062.568441,392.5935648,90259.21993,90147.66841,90351.94493,58.90084942,279.5409176,275.0798929,284.2790868,2.442211224,289.7725231,281.4486949,299.8040408,6.52367789,0.322554088,-0.140468554,0.911161804,0.345188065,0.163087278,-1.629219155,2.16128568,1.374901841,0,0,0,580,6
"1539",1541,1,2021-04-06,"BSQ",16,0.078500992,0.179419113,7.81e-10,2.89e-09,8.1e-10,1.65e-09,1.09e-08,4.29e-09,3.82e-09,6.38e-10,293.6812916,20.39867487,984.2862222,350.4936669,90483.42018,90384.40343,90589.19512,55.64952597,281.6077159,278.3348437,284.462357,1.959785375,288.4049563,282.080678,296.5447019,5.07318117,0.361521079,-0.197030802,0.960741006,0.315777629,0.881781916,-0.586493647,2.102512906,0.900163061,0,0,0,580,2
"1540",1542,1,2021-04-07,"BSQ",16,0.105557028,0.179419113,7.93e-10,1.25e-09,3.56e-10,1.46e-09,8.04e-09,2.19e-09,2.73e-09,5.26e-10,353.7246029,19.37188366,1193.116314,433.7266633,90476.19619,90392.62574,90571.18529,51.61196861,281.9672172,278.8383756,284.1738226,1.698359848,288.5388467,282.833342,295.2585692,4.444784557,0.276897656,-0.283995235,0.926945699,0.328729175,0.926918727,-0.613490824,2.763101468,1.161224462,0,0,0,580,3
"1541",1543,1,2021-04-08,"BSQ",13,0.132917874,0.179419113,9.24e-10,4.08e-09,1.15e-09,2.09e-09,7.01e-09,2.27e-09,5.82e-09,1.02e-09,385.0677593,23.61440088,1213.973158,464.2426517,90597.61896,90501.87486,90687.32164,73.86668243,282.1177916,280.8214726,284.1059695,0.902644202,288.427261,283.7862114,293.9059683,3.258185606,0.17979986,-0.475767726,1.183780016,0.371066549,1.044438066,-0.835750761,2.703291188,1.070631257,3.23e-06,3.23e-06,3.23e-06,580,4
"1542",1544,1,2021-04-09,"BSQ",17,0.096099955,0.179419113,7.67e-10,1.72e-09,5.17e-10,1.63e-09,6.96e-09,1.55e-09,4.29e-09,8.32e-10,383.85548,16.85694073,1306.310226,469.9794983,90556.75278,90433.57953,90748.25992,102.4866166,278.5520077,276.5430551,281.1044313,1.449438108,286.5090051,281.2944081,292.7498335,4.178285268,0.276089881,-0.166896457,0.767644865,0.257666165,0.929898775,-0.961893108,2.913490109,1.35161621,1.74e-06,1.74e-06,1.74e-06,580,5
"1544",1546,1,2021-04-11,"BSQ",21,0.02441897,0.179419113,7.09e-10,2.98e-09,9.42e-10,1.56e-09,6.7e-09,1.39e-09,2.37e-09,4.98e-10,211.1664471,16.18574004,864.5396818,294.0754468,90538.50772,90304.64646,90841.0965,170.4629803,272.5030782,266.8784335,275.8459238,2.476715605,286.8556174,277.6335108,299.0155655,8.235938024,0.543530229,-0.078484587,1.835367545,0.441331256,-0.2083096,-1.493143401,1.529989042,1.126515104,0,0,0,580,7
"1545",1547,1,2021-04-12,"BSQ",22,0.029327937,0.179419113,1.01e-09,7.95e-10,2.93e-10,2.1e-09,8.28e-09,1.8e-09,4.99e-09,9.23e-10,204.2191702,13.9663694,801.2880207,289.9535212,90479.90717,90404.45857,90586.7541,54.62634854,272.9308416,268.136636,278.5717047,2.826793329,288.4873986,278.6769764,299.2524229,7.690554931,0.345873266,-0.105283975,1.337173609,0.507043483,-0.103044287,-1.527420757,1.803188083,1.224512161,0,0,0,580,1
"1546",1548,1,2021-04-13,"BSQ",23,0.029363664,0.179419113,9.81e-10,1.42e-09,4.4e-10,2.06e-09,6.47e-09,1.2e-09,5.46e-09,1.24e-09,207.3154949,15.25069859,823.5292165,291.8418848,90323.88076,90243.1864,90441.17321,63.74802723,276.4175052,271.3747654,282.9670828,3.151002682,289.0741127,280.0069114,300.066667,7.5210524,0.269384454,-0.084533335,0.887196224,0.328280863,-0.071455924,-1.64462168,2.454936356,1.498396589,0,0,0,580,2
"1547",1549,1,2021-04-14,"BSQ",30,0.095903733,0.179419113,1.09e-09,1.61e-09,4.73e-10,2.78e-09,8.89e-09,1.92e-09,5.73e-09,1.73e-09,241.7104492,16.13868352,880.2938242,322.0759253,90390.7611,90273.32702,90497.91142,71.67982809,278.6879518,272.9967915,283.1811178,3.013000314,288.9312004,282.6629012,296.2671709,4.571202253,0.312170223,-0.306780037,1.013665992,0.437404821,0.248414682,-1.112044453,2.27896974,1.383620398,0,0,0,580,3
"1548",1550,1,2021-04-15,"BSQ",30,0.072821903,0.179419113,1.12e-09,1.89e-09,5.7e-10,2.89e-09,7.57e-09,2.02e-09,5.55e-09,1.79e-09,239.3455916,14.67713373,898.6661681,323.3351675,90426.16936,90343.05881,90517.67114,55.02935862,279.336286,274.2617476,283.0920908,2.541546394,288.3612555,281.327364,297.0438787,5.499084812,0.397109786,-0.169793775,1.089531745,0.373520792,0.301662706,-1.210480546,2.162736188,1.285853757,0,0,0,580,4
"1549",1551,1,2021-04-16,"BSQ",29,0.068543354,0.179419113,1.15e-09,1.96e-09,6.18e-10,2.87e-09,7.64e-09,1.84e-09,4.26e-09,1.13e-09,248.8542759,14.89343954,933.9357508,338.2228419,90467.24626,90389.61109,90567.10509,50.6586776,278.9300755,274.7809625,282.9220753,2.565578984,288.7801045,282.5623656,296.8985763,5.190298414,0.298775054,-0.268581145,0.824700925,0.319358288,0.377172974,-1.066444254,2.293340231,1.314379598,0,0,0,580,5
