"","X","ID","date","estacion","PM25","PM25_hora","AOD_055","ndvi","BCSMASS_dia","DUSMASS_dia","DUSMASS25_dia","OCSMASS_dia","SO2SMASS_dia","SO4SMASS_dia","SSSMASS_dia","SSSMASS25_dia","blh_mean","blh_min","blh_max","blh_sd","sp_mean","sp_min","sp_max","sp_sd","d2m_mean","d2m_min","d2m_max","d2m_sd","t2m_mean","t2m_min","t2m_max","t2m_sd","v10_mean","v10_min","v10_max","v10_sd","u10_mean","u10_min","u10_max","u10_sd","tp_mean","tp_min","tp_max","tp_sd","DEM","dayWeek"
"156",266,1,2016-08-06,"EMC I",22.92333333,13.59307692,0.05609035,0.447799794655343,1.23e-09,1.04e-08,2.47e-09,3.14e-09,4.34e-09,1.63e-09,3.88e-09,8.53e-10,218.60744987736,27.8009600253515,879.430123865998,259.544833951081,101597.079603469,101361.927138334,101778.681648646,102.878181934536,281.177891609426,279.31373140004,283.707468156217,1.21295006791551,284.972804317061,281.495197135808,290.043021429469,2.95523776136735,0.614619855580796,-1.32976668823589,2.73901595471052,1.20369010011366,2.11338153086527,-0.437574189925165,3.117634250169,0.784681557274421,1.50692816049983e-09,0,3.10295596981789e-08,6.36277026441664e-09,6,6
"157",267,1,2016-08-07,"EMC I",20.53458333,12.05384615,0.055595879,0.447799794655343,1.02e-09,7.42e-09,1.88e-09,2.64e-09,3.66e-09,1.12e-09,5.19e-09,1.09e-09,204.888545283188,42.1128825182122,645.110168505232,195.609820205701,101895.146451043,101708.293270776,102081.106189089,104.125957295247,280.057056630722,278.517157165872,282.505111941845,1.05872296534383,284.788863457071,280.412836580191,288.613814410903,2.8456939952099,-0.0973321132829199,-2.79519235007323,2.67645856215789,2.06195306550632,0.760830292027354,-1.59805922862843,3.59114119645354,1.48153742402764,1.64759535389391e-07,0,3.01785848608544e-06,6.30055340102334e-07,6,7
"160",271,1,2016-08-11,"EMC I",5.994166667,5.720769231,0.112,0.447799794655343,5.82e-10,7.79e-09,1.9e-09,1.99e-09,2.82e-09,1.3e-09,1.04e-08,2.17e-09,392.924409561277,145.731568540773,683.814404920538,166.184618183181,102113.464001725,101762.46940904,102388.536988203,209.430127956087,282.039172630835,280.503196386682,283.661677869494,1.04807500992325,285.659684853893,282.801360188444,289.292014962424,2.29279105802373,-4.69854052626511,-5.86244765800201,-2.08568283245993,0.907901442731954,-0.782595628320277,-2.05239992020965,0.22771639451193,0.666371968722874,0,0,0,0,6,4
"161",274,1,2016-08-21,"EMC I",15.84708333,17.24692308,0.10637194,0.447799794655343,4.51e-10,6.55e-09,1.42e-09,1.06e-09,2.57e-09,1e-09,1.11e-08,2.24e-09,646.454513746771,122.398791797719,1604.43384212023,428.486552519205,102892.551567765,102291.455031588,103194.103918048,295.502418478216,274.790275750097,273.767310852466,276.910713038943,0.886207671994179,280.542637435738,276.326557952485,285.341456829051,3.21824790624625,0.504352315494289,-4.88293768163207,5.17281959148021,3.52777336010232,1.00477047210444,-3.16433889259902,5.29732981387374,2.47148867172357,5.31039737894577e-08,0,1.25952858042073e-06,2.56985491126721e-07,6,7
"162",275,1,2016-08-22,"EMC I",24.965,28.79538462,0.049764051,0.447799794655343,1.18e-09,1.77e-08,4.19e-09,3.54e-09,3.57e-09,2.63e-09,1.08e-08,2.27e-09,507.224918796769,181.002874745172,691.522595369119,136.181758350507,102011.253831049,101725.445052121,102275.769081758,176.371698531773,279.526758575529,277.175579998809,282.683490641683,1.70336405037758,285.810423397464,282.090026974674,291.946621490936,3.75724518162004,-3.75592218115557,-4.94980428144761,-2.96862237053944,0.719119777584342,4.78047541972854,2.63719686809645,6.02936659718001,1.09202398786164,0,0,0,0,6,1
"163",276,1,2016-08-23,"EMC I",20.22791667,19.49615385,0.060938377,0.447799794655343,1.28e-09,2.08e-08,4.86e-09,3.91e-09,3.52e-09,2.09e-09,1.09e-08,2.36e-09,289.372400544011,187.429158618426,531.0824367124,110.764279337362,101877.223202443,101731.713824253,102055.004602803,97.0772352522871,281.167727812439,279.698456863852,282.987214223832,1.07461952127724,287.429184018733,283.481469831409,292.143632273533,2.98524189806235,-3.58880201793481,-4.68751641906272,-2.78072864417584,0.602880292120458,2.12829229182018,-0.523214083871082,3.60734811279169,1.36293457601178,0,0,0,0,6,2
"164",277,1,2016-08-24,"EMC I",17.1775,19.57153846,0.122994039,0.447799794655343,8.99e-10,1.45e-08,3.33e-09,4.86e-09,3.16e-09,1.48e-09,9.42e-09,2.06e-09,277.034427335454,80.2582270189818,424.388646576204,85.9835686693679,101676.721667758,101457.177600446,101819.467407283,126.861511473675,282.634945484278,281.113385088192,284.324928290355,0.998602337293977,288.075624341179,284.533938183717,292.230543104922,2.48641151420685,-3.82980497570483,-5.07958916247325,-1.06207766302417,1.19959108320936,-0.305497802409535,-2.6161529361658,1.13115691941032,1.10019023075634,0,0,0,0,6,3
"165",278,1,2016-08-25,"EMC I",12.49166667,13.26538462,0.087498533,0.447799794655343,8.5e-10,9.17e-09,2.08e-09,4.91e-09,3.8e-09,1.37e-09,7.59e-09,1.67e-09,200.351338936036,75.6230778832663,446.071337020479,107.736172382528,101396.881804291,101199.088421324,101529.513573419,117.806169558238,285.349555010898,283.369990758068,287.396475056809,1.39000547036938,289.340791270343,285.263430693707,294.313923580886,3.15401516561137,-2.78063043510003,-3.85402679613697,-1.74479827223384,0.694125263009617,-0.950452687034429,-2.77568957405233,0.899699872583941,1.15279207062331,0,0,0,0,6,4
"166",279,1,2016-08-26,"EMC I",18.58583333,17.95461538,0.211951757,0.447799794655343,1.24e-09,1.13e-08,2.31e-09,9.26e-09,3.81e-09,9.96e-10,4.75e-09,1.04e-09,149.777039285101,84.0042094592479,251.142841554038,51.0432074833943,100965.296580748,100644.613730041,101235.296880222,179.208775215374,287.21642166036,285.678526518227,289.661117020919,1.26581031685037,290.822295057455,287.291903192891,295.962219978827,2.71839686604239,-2.22111136880609,-3.65821932869002,1.45299490965593,1.61440563365591,-1.80465640623072,-3.45153237943714,-0.262702595240757,0.950726947163247,0,0,0,0,6,5
"168",284,1,2016-09-02,"EMC I",24.82083333,30.54846154,0.072012188,0.521534137642314,2.92e-10,1.29e-08,3.25e-09,8.56e-10,2.39e-09,6.9e-10,1.27e-08,2.4e-09,908.408518522478,370.157397895765,1971.14199028761,566.414382628148,103098.020282319,102855.448926499,103292.988130542,138.371103482722,276.227172877714,273.979137043664,277.452305923253,1.19120940138574,282.892854994092,280.372939616892,285.754273543827,1.81162279102473,1.9116386675578,0.761533176526549,3.11857790853827,0.723520708439797,-3.3195734747794,-4.49062572563485,-1.5177993165046,0.922872709799507,1.3611743006609e-07,0,1.70268812763175e-06,4.51432674186098e-07,6,5
"169",285,1,2016-09-03,"EMC I",15.99291667,17.30153846,0.07549062,0.521534137642314,3e-10,7.26e-09,1.93e-09,8.64e-10,1.62e-09,8.31e-10,1.2e-08,2.18e-09,796.134615618536,351.430730031977,1450.73576597758,395.21065231559,103412.669601799,103293.597472887,103585.056514163,88.8635107417556,276.380968796438,275.389919618616,277.745907405736,0.786235440030378,282.061439355827,279.018724140109,284.515009690976,1.71335117785312,3.48840272896872,0.758659443908209,5.40452618940317,1.532289466013,-3.07290447737142,-4.58006987432315,-1.05180534652659,1.21698041083345,1.82553528152503e-05,0,5.10462817688721e-05,1.88676118218878e-05,6,6
"170",288,1,2016-09-08,"EMC I",13.39041667,14.73615385,0.099717349,0.521534137642314,1.34e-09,6.27e-09,1.54e-09,3.01e-09,5.24e-09,1.83e-09,1.22e-08,3.15e-09,285.302626742984,58.7768252246353,727.644613195049,241.620319979495,101796.855831416,101569.626148638,101951.745451347,125.06775324845,283.491573974512,282.862359888724,284.137754488476,0.433232155749858,287.067230443085,283.970072474386,291.157041886987,2.54901674499066,-2.06756030234121,-4.35319783425357,0.444272953058397,1.42986011088184,1.98860831458847,0.608235406772027,2.97297806836818,0.622085323889982,1.8559517466845e-06,0,1.35277124657441e-05,3.6847635594727e-06,6,4
"171",290,1,2016-09-10,"EMC I",13.64208333,13.75307692,0.171663924,0.521534137642314,1.66e-09,1.6e-08,4.36e-09,5.48e-09,4.84e-09,1.85e-09,4.61e-09,1.19e-09,193.066929175465,58.0295377353937,352.215527665372,93.6368589923772,101801.449027686,101666.993534843,101988.604993856,101.126585729122,286.29776756992,284.518621577677,288.148294909053,1.19202241748118,290.028400273566,286.043546603717,294.188154861585,2.67918463646114,-3.02272399660785,-3.96112470770635,-1.04367845615722,0.731602908979503,0.615515551671976,-2.26701658485221,2.00104404847846,1.28050651568591,0,0,0,0,6,6
"173",292,1,2016-09-13,"EMC I",7.145652174,8.603076923,0.196308164,0.521534137642314,5.16e-10,7.17e-09,1.96e-09,1.69e-09,1.44e-09,1.08e-09,1.34e-08,2.09e-09,1213.80162114539,464.395185370525,2140.80423175841,581.672407184472,100350.86257686,100154.349466999,100525.317936243,105.801778301331,282.040754174723,279.862237206399,283.702709462454,1.2441337270031,286.624389417561,285.452542027991,288.443650191358,1.04749478540451,5.1430820748126,3.4944641997162,7.87163272001098,1.01388312471377,8.1219572285404,1.3342938432798,12.2014027657097,2.97253399659085,0.000152185349902607,2.04219334853047e-07,0.00278354143206674,0.000565627502090878,6,2
"174",294,1,2016-09-15,"EMC I",25.5925,32.75538462,0.074796464,0.521534137642314,6.45e-10,3.76e-09,8.2e-10,1.37e-09,3.57e-09,7.8e-10,3.3e-08,6.9e-09,337.151696312359,106.202900163889,729.526832653431,206.644327102919,101802.943402765,101629.462747758,101976.078430172,96.5783922975958,279.707232079292,277.447870528596,283.670270251051,1.7921521851723,284.326142094517,279.74601215044,289.114999728245,3.18770693510362,0.608966123694139,-2.60285099108349,2.96176203676459,2.13473887051838,0.43913134732353,-1.01450545435579,2.1786342777833,0.856597519663057,0,0,0,0,6,4
"175",297,1,2016-09-18,"EMC I",7.522083333,5.431538462,0.073788501,0.521534137642314,6.66e-10,1.17e-08,3.11e-09,3.62e-09,2.11e-09,1.21e-09,7.6e-09,1.79e-09,690.831394198908,98.3781687204729,1734.93365495897,564.843651654617,101952.2030012,101527.189807152,102247.616406411,221.651240710022,282.902838536088,278.659656528284,286.621782218716,2.73809591710447,287.599276656017,285.135649210587,290.089349411897,1.50548617543549,4.54339732132172,1.79624497721937,6.25983621313441,1.23227755326466,1.58535293852143,-1.45859855290446,4.53296232282217,1.63319798034485,1.32913072302315e-05,0,0.000134639947215155,3.09732329321068e-05,6,7
"177",302,1,2016-09-23,"EMC I",28.13416667,25.25615385,0.116640213,0.521534137642314,2.36e-10,1.38e-08,3.09e-09,8e-10,1.36e-09,4.16e-10,4.13e-08,6.45e-09,1057.11302925415,686.04166442771,1487.8596742927,248.827489815164,102532.86201516,101847.781221353,102785.776827923,210.277573950758,277.552415072593,274.826536017119,285.925709156251,2.34477116683062,285.873871872872,281.722120211815,292.451054829018,2.78614942209888,6.69172637270268,3.10302459111531,12.3148007997267,2.30139550084677,1.10207399445711,-0.422514458425013,2.10651824322896,0.640078091364025,1.26124238258504e-07,0,1.66052334707767e-06,4.29497709807156e-07,6,5
"179",305,1,2016-09-26,"EMC I",13.41666667,16.10923077,0.041576124,0.521534137642314,4.71e-10,1.1e-08,2.64e-09,1.76e-09,3.32e-09,8.84e-10,1.18e-08,2.65e-09,325.160239639012,116.804749890948,626.824306146437,175.752955557027,101827.003502064,101617.28850041,101966.611295208,119.312534515748,282.825546648349,281.398424912637,285.152550512177,1.02424302724219,288.183592297388,283.984634758476,292.477874439384,2.81175567378692,-2.7567654411857,-4.03729210859617,-0.567486917498941,0.989340524383957,-1.80377476883889,-4.04179121410974,-0.459567641740015,1.09942093586952,0,0,0,0,6,1
"180",306,1,2016-09-27,"EMC I",18.76125,12.41692308,0.072662836,0.521534137642314,4.81e-10,3.49e-09,1.01e-09,2.01e-09,3.21e-09,8.5e-10,8.92e-09,2.12e-09,269.963222356872,77.499559977429,517.097014467362,127.796956862063,101637.415304981,101408.465279906,101790.142465527,125.113550451413,284.167416617047,282.680102319864,286.411743957154,1.07151103398547,290.090312148817,285.896102125754,294.796398190828,3.05923832858121,-3.52169473167499,-4.40272726061781,-1.97274266843212,0.791806550694559,-1.02562293098805,-2.42570074774315,-0.343819442190131,0.638656666442992,0,0,0,0,6,2
"181",309,1,2016-10-01,"EMC I",9.643333333,10.16230769,0.111314562,0.514765351463149,2.69e-10,1.27e-09,2.95e-10,9.57e-10,2.34e-09,5.07e-10,1.78e-08,3.43e-09,483.196293433485,326.576183553025,804.353844502604,155.28545163447,102283.655572061,102120.345347184,102507.442991598,133.650198019356,283.853642556794,282.649986844874,285.55997201336,0.856660451627673,287.82568393612,284.933254107083,290.904469996232,1.89921409916185,-0.815835574273651,-2.81970125449715,3.08128909656859,1.84680737530224,-4.28362082033414,-6.44721223511308,-2.47497999931346,1.12636104051779,0,0,0,0,6,6
"183",315,1,2016-10-09,"EMC I",7.669583333,6.950769231,0.072583197,0.514765351463149,7.67e-10,1.45e-08,3.54e-09,2.08e-09,4.86e-09,1.15e-09,5.57e-09,9.95e-10,392.211921780877,97.3440901740691,913.181033248761,258.445253325992,101809.78313812,101668.607136121,101933.052371466,73.9792266153812,282.138176517725,278.784658198308,285.076948481985,1.85717573031391,289.130560901853,284.268649047534,294.817279379614,3.98956870883494,-3.99418730282432,-5.59166808240917,-0.915301315207598,1.08097111699938,1.43449126700112,-0.610412813893739,2.82225009235877,0.992178854971389,0,0,0,0,6,7
"184",319,1,2016-10-13,"EMC I",8.664166667,7.468461538,0.13922248,0.514765351463149,1.77e-09,3e-08,7.83e-09,6.21e-09,5.08e-09,1.69e-09,8.58e-09,1.57e-09,449.456515805469,100.311529772429,1013.5580097999,305.042474851335,100925.926329911,100465.71460499,101268.771892153,283.289956610793,289.534706394745,287.862908766252,291.42159485547,1.36230022699637,292.503436107203,290.683525056453,294.685601415786,1.28918752800861,0.987205883492919,-3.98462226342703,6.13951273276365,3.04403876216269,-1.48612786483451,-5.75930038988825,3.66167498461565,3.09715728879087,0.000384285046875388,0,0.00380122659579654,0.00094335743723188,6,4
"185",321,1,2016-10-16,"EMC I",10.60173913,10.63307692,0.210232914,0.514765351463149,4.86e-10,2.33e-09,7.97e-10,1.54e-09,3.81e-09,1.44e-09,4.06e-09,8.29e-10,425.380437705779,127.233441295819,957.239182617133,310.490991839368,100276.654219152,100103.686545903,100445.359196012,97.9648409883466,291.045213093896,289.583548127416,291.92151695656,0.597825508327202,293.519771472569,290.923615387866,297.526024452198,2.39045291472255,0.594093691582994,-4.85787404085319,2.77644879403413,2.21418068192098,0.552581590193069,-2.94419325013141,4.9404512670651,2.84590334633167,5.43748737333724e-05,0,0.00023706221854925,6.33022313380612e-05,6,7
"186",325,1,2016-10-22,"EMC I",3.808333333,4.466153846,0.134304651,0.514765351463149,2.76e-10,8.51e-09,2.19e-09,8.62e-10,2.66e-09,9.04e-10,8.6e-09,1.64e-09,539.563144418776,253.092857608026,1147.25068243743,304.655276907369,101882.199055198,101632.36133253,102009.321890199,127.122641382999,285.044744204661,283.880570990439,287.136455895895,0.931194074572319,290.03535002914,286.917725284076,293.544384794378,2.34727895347455,-2.42150295640904,-4.04658577259948,0.915379374353731,1.50993129967622,-3.20611956916923,-5.28977837642218,-1.7349385896393,0.924414663492086,1.03807882613304e-07,0,2.4192947432479e-06,4.93287003509104e-07,6,6
"187",330,1,2016-10-27,"EMC I",9.975833333,12.28076923,0.237864569,0.514765351463149,1.46e-10,5.15e-09,1.32e-09,3.83e-10,8.93e-10,6.87e-10,4.17e-08,6.79e-09,1568.35507201901,1194.93495117195,1941.55906424074,221.881660710743,101366.389928133,101051.309337793,101758.406141315,189.059480190259,279.627309641493,277.824120169647,283.255221891651,1.36244758584251,287.071593877802,284.743639774862,289.5803410192,1.70329359684127,9.33383198402167,7.24158456673607,10.5745270967974,1.04122727652182,4.64168501253631,0.86537231096092,6.79460368365134,1.53836636340192,6.71400187482288e-07,0,1.19235939940257e-05,2.45389977414864e-06,6,4
"188",331,1,2016-10-28,"EMC I",20.81,24.29416667,0.097610324,0.514765351463149,3.03e-10,3.46e-09,9.61e-10,7.1e-10,2.38e-09,1.22e-09,4.34e-08,8.98e-09,604.965296249926,231.540933046305,1046.01068024643,215.50717444251,102090.89553514,101827.581436046,102261.361338791,112.091347810219,278.48100394432,276.47385670193,280.827105266509,1.2980397409704,284.496797017286,279.774387406288,288.354513318534,2.90130848054574,2.21149689653424,-1.64830042296846,7.14838518994532,3.17918858021,-0.598876633438503,-3.37571022299945,0.833519066722477,0.916130058300062,0,0,0,0,6,5
"191",336,1,2016-11-03,"EMC I",24.31916667,29.69307692,0.130374707,0.557744183285035,7.74e-10,1.74e-08,4.03e-09,2.08e-09,3.37e-09,9.58e-10,1.67e-08,2.94e-09,604.783558454737,258.357854099508,1420.69239558926,396.355932319057,101426.560059721,101130.837412162,101613.816612287,150.394399997959,282.817052283742,279.953192845155,286.905792780771,2.17886672191715,291.449086453925,286.129535827377,298.049723964632,4.57210472917383,-4.24576049268207,-6.03548082122134,-0.631196783044972,1.64901339075093,4.47441652917854,3.5069185838053,5.65122530251368,0.64513107406511,0,0,0,0,6,4
"192",337,1,2016-11-04,"EMC I",50.77791667,48.99,0.099319275,0.557744183285035,8.22e-10,3.99e-08,8.83e-09,2.86e-09,3.27e-09,1.21e-09,1.57e-08,3.06e-09,455.223228697322,206.239641491897,591.913827486713,103.100608244857,101601.93917795,101288.521168438,101863.895268589,210.16680632589,286.590380532243,283.510241888054,289.665813672733,2.03408523225018,294.445495740738,290.211785366341,298.482514570181,2.61314320440819,-2.75702891975325,-6.19025337177425,0.154301764744499,2.3373707887751,2.33134215610404,-5.19868105300143,5.65424679406719,3.55237843556118,0,0,0,0,6,5
"193",338,1,2016-11-05,"EMC I",38.44708333,16.38615385,0.058041265,0.557744183285035,7.41e-10,3.61e-08,8.47e-09,3.34e-09,3.13e-09,1.03e-09,2.03e-08,4.56e-09,276.797823401827,115.846361200759,535.618319768736,157.179708549915,101719.883766138,101416.543951213,101904.485851581,159.690858530411,290.473606553005,288.078088587706,292.157257303181,1.17935907561889,295.377269876696,291.160068028437,300.39299743048,3.63264086544751,-3.23726704852469,-4.84204810130491,-0.318600186458426,1.32698892205328,-0.743239732137944,-5.11638078036938,1.80238074101938,2.17309135954711,0,0,0,0,6,6
"194",339,1,2016-11-06,"EMC I",11.50375,8.579230769,0.059032963,0.557744183285035,5.66e-10,2.32e-08,5.67e-09,2.57e-09,3e-09,1.16e-09,1.01e-08,1.94e-09,331.173019238178,26.4451735649074,639.406326472134,186.620884415666,101119.734651504,100794.955410433,101399.032600689,201.042158280678,291.660815680057,290.690131236245,293.411989106865,0.762559664414641,297.522543112689,293.337631831806,301.433903903778,2.7091966771321,-3.99523022583443,-5.34291091588232,-0.836946165502025,1.1688863253225,-0.388040035781631,-1.50585955674939,0.495485731534555,0.523233887577369,0,0,0,0,6,7
"199",347,1,2016-11-15,"EMC I",16.66333333,18.85307692,0.151121995,0.557744183285035,9.83e-10,2.43e-08,6.58e-09,3.34e-09,3.43e-09,1.46e-09,6.39e-09,1.37e-09,403.474399501654,159.699278773349,959.415867187366,273.920674307214,100441.020401614,100323.221251387,100683.558340915,82.0938470682229,291.149714218681,287.75312822669,292.613531090294,1.16833090821355,296.419925112304,293.413474719781,298.749817782743,1.64843986825801,-0.657688604676576,-3.92376406591882,3.06848293792907,2.59930375213324,1.12156854797052,-1.50400720772023,3.02791334017318,1.19849903269066,6.44693853983305e-05,0,0.00127862254477978,0.000262705851941962,6,2
"200",350,1,2016-11-18,"EMC I",13.30208333,12.21846154,0.092761982,0.557744183285035,2.63e-10,9.87e-09,2.62e-09,8.99e-10,2.72e-09,6.72e-10,1.26e-08,2.32e-09,800.971510046018,297.109828771011,1361.43658716431,366.341618227468,102189.234468586,101745.525495704,102384.507184508,195.462825097046,279.863460283139,277.213148508971,281.510438235265,0.874071902653335,287.913673166238,283.300874927203,291.542202225632,2.78460820814178,-0.650226663354719,-3.69138724972895,3.57162912630266,2.26038029690252,-1.23748616081997,-3.82461944931672,0.650346071029874,1.36625595803492,2.75296753594725e-10,0,5.50594854553496e-09,1.13653044282848e-09,6,5
"201",354,1,2016-11-22,"EMC I",23.09458333,23.52846154,0.111264606,0.557744183285035,5.45e-10,1.24e-08,3.63e-09,1.37e-09,4.21e-09,1.18e-09,1.26e-08,2.15e-09,736.076202565415,155.3718919725,1371.53949956027,418.510388524561,101746.821278717,101296.028129297,102033.481267563,249.845214645318,280.852817158627,279.134443847754,284.307367253861,1.28126461755341,289.873924186391,285.127719264124,294.677297836987,3.36630628700162,-0.103861141557339,-2.52726958050573,2.80164905428707,1.58653633926826,0.879959962861627,-1.6269268339119,3.14244009605329,1.81752578469349,8.10185321008305e-11,0,1.68651777316542e-09,3.45991484820139e-10,6,2
"202",355,1,2016-11-23,"EMC I",25.7175,28.77076923,0.096188987,0.557744183285035,9.02e-10,1.86e-08,5.61e-09,2.4e-09,6.08e-09,1.86e-09,7.39e-09,1.64e-09,440.226798332362,79.0920865326143,947.039488127216,297.97597774734,101281.742110695,101038.841342385,101407.509499011,116.906034426367,284.688538896953,283.323741148569,286.737756877214,0.745762577508112,293.620943161911,288.301544965039,298.120789599402,3.51437559571542,-2.19654788797012,-3.64265881610263,0.265917030972625,1.14817852884383,1.23784295192447,-1.34539132341462,3.96243091627073,1.96879063528483,0,0,0,0,6,3
"203",356,1,2016-11-24,"EMC I",17.88458333,19.50692308,0.231874966,0.557744183285035,5e-10,2.52e-08,7.47e-09,2.04e-09,3.1e-09,1.32e-09,1.31e-08,2.5e-09,422.771361213698,70.8018745299098,1095.74904748407,382.674853031604,101262.184909538,101126.299802216,101413.407992604,87.5109700769574,288.201440523222,286.689795221373,290.235404338501,0.967403468585257,295.820668348429,291.341299753923,299.936147659737,2.93788419477747,-2.20787686257912,-3.27965407576066,1.0329931538854,1.1657583925248,-1.32622285830764,-3.62714497038683,0.352917216840499,1.19701345768802,5.82927459959211e-07,0,1.39858482128232e-05,2.85481030757722e-06,6,4
"204",357,1,2016-11-25,"EMC I",21.13875,20.15307692,0.081551921,0.557744183285035,3.41e-10,9.31e-09,2.76e-09,1.64e-09,2.36e-09,9.02e-10,1.79e-08,3.33e-09,445.567846782686,145.175401929808,882.154611588835,251.894281071312,101250.534864549,100949.873559939,101434.144579588,133.699819691253,289.990270472029,288.463634981285,291.634298432794,0.947718456763962,297.036046884608,294.190454950449,300.382400207738,2.02794221923771,-1.93250517617056,-5.0648533695061,1.31690158270041,2.15596206327803,-2.98551494968643,-5.61855812165154,-0.92229545301939,1.41209386901038,3.59969459754997e-06,0,4.92182006969523e-05,1.14067780276865e-05,6,5
"205",358,1,2016-11-27,"EMC I",11.10315789,6.7725,0.27,0.557744183285035,8.23e-10,3.62e-08,1.09e-08,3.27e-09,3.12e-09,2.31e-09,1.1e-08,2.43e-09,521.911353259864,158.547990758637,1247.39261920587,395.891798161736,100903.104990188,100703.354200644,101034.219898988,98.4926984872058,290.798438133231,287.726023571873,293.085473094855,1.84993188236161,295.553302357989,292.773883059274,299.379947246079,2.40145174545578,0.524764066558899,-2.72620425998544,3.35431885273417,1.76473087570404,1.10834549772709,-1.30650206200062,2.47693130381479,1.21172275660351,1.12037157856117e-06,0,1.26595375464424e-05,2.8916304275866e-06,6,7
"206",360,1,2016-11-29,"EMC I",22.15166667,20.24307692,0.071088896,0.557744183285035,1e-09,2.08e-08,6.36e-09,2.84e-09,4.15e-09,1.63e-09,9.54e-09,2.01e-09,520.966789238376,92.9709630358016,1544.91187525083,490.609501844185,101899.86811766,101650.635201978,102045.693134055,105.66308850805,288.287101010899,286.941994619768,289.398744849598,0.58424047368267,294.70106056204,290.120964031779,298.562234595732,2.87331798642166,0.414151859092019,-1.56494855998395,1.99541821298398,0.997962268245515,-0.329354410540603,-5.97937850140762,2.358035673894,2.51676855645288,1.37936240651793e-06,0,1.35993167261285e-05,3.40218085327874e-06,6,2
"207",361,1,2016-11-30,"EMC I",6.37,8.836153846,0.087910384,0.557744183285035,2.79e-10,1.72e-08,4.57e-09,1.12e-09,2.57e-09,8.88e-10,1.6e-08,2.98e-09,515.173038431905,266.778666718219,943.116371184046,236.045536702114,101932.285143058,101532.461593699,102141.380870986,189.452535585437,287.692950514067,285.21977192584,289.421894806403,1.2763310785126,295.246416577954,291.588894065715,298.827762642962,2.45032103743268,-2.90297720171218,-5.10469148982992,-0.428623191395877,1.40667212828999,-2.62016264106046,-6.01308139569744,-0.608872251135746,1.60637118397388,0,0,0,0,6,3
"208",362,1,2016-12-01,"EMC I",11.82782609,12.63538462,0.079142959,0.631897873795774,3.05e-10,1.52e-08,3.84e-09,1.49e-09,2.57e-09,7.77e-10,1.92e-08,3.37e-09,555.356911537375,68.219681035782,1034.55290938125,273.34070439471,101465.620577893,101053.7301921,101665.976839654,222.750855220486,287.926029538877,286.938786936085,290.676878353515,0.960872248198149,296.171478311775,292.410830552492,299.667791169982,2.31418045785829,-4.20059580035416,-5.91065023874883,-0.866559015454343,1.38547559030934,-1.71821804177107,-3.68879645999284,-0.0142050908929496,1.30364129047388,0,0,0,0,6,4
"209",363,1,2016-12-02,"EMC I",15.63166667,9.926923077,0.148474028,0.631897873795774,5.81e-10,1.14e-08,3.11e-09,2.33e-09,4.03e-09,9.84e-10,8.39e-09,1.88e-09,393.261761284745,82.4165374466284,989.953444966928,351.91276643821,101029.830024808,100779.739064918,101194.038341855,126.499294445374,291.642317308539,291.008887583206,293.070660802154,0.614553832267922,297.939660175542,293.584088701038,302.153813008415,3.06431929064352,-2.48612681928022,-3.57547375081815,-0.550430637825178,0.898740542813435,0.027253240581135,-2.54328944467791,2.17951082010711,1.48413962908603,9.05363241467022e-11,0,1.53333465892606e-09,3.33844475709655e-10,6,5
"210",364,1,2016-12-03,"EMC I",26.25,27.35384615,0.198552064,0.631897873795774,5.26e-10,1.64e-08,4.17e-09,2.21e-09,3.01e-09,1.27e-09,1.71e-08,3.26e-09,410.505569944815,79.8078142853128,928.646965571016,269.2900211709,100919.226361497,100806.646005647,101046.773240994,66.5283507804544,292.465516157142,291.133583669594,293.759110616087,0.709600502626445,297.705281799669,294.578156021468,300.958706032202,1.80450911282822,-0.0167950970199922,-2.92334205344832,2.44421424243109,2.00620744411214,-0.33596065623294,-5.78742466310381,3.09473956327235,2.97287233988606,9.82108790335012e-06,0,0.000110220596173,2.93014099750485e-05,6,6
"212",366,1,2016-12-05,"EMC I",13.97625,15.92076923,0.243,0.631897873795774,5.05e-10,3.24e-08,8.59e-09,1.95e-09,2.16e-09,1.94e-09,1.84e-08,2.97e-09,714.345919627142,334.591763053991,1670.81670582607,472.889375136799,100557.884532314,100392.688794736,100740.240084952,101.442124310079,291.799562733962,289.844022327186,293.426368218818,0.711615460265345,297.737077655279,293.479921667848,300.57541620352,1.9748700663587,-2.48550832238061,-5.19955656173477,6.63973582827564,3.60900693829517,0.891083587342816,-4.04237856103405,3.8261900038779,1.89253493000303,3.28495286703314e-05,0,0.000161919667171003,5.21711716097933e-05,6,1
"214",368,1,2016-12-07,"EMC I",40.73083333,39.42538462,0.107260496,0.631897873795774,5.78e-10,1.64e-08,4.19e-09,1.92e-09,2.58e-09,9.2e-10,1.21e-08,2.17e-09,757.476912360096,59.2942414631053,2212.56753624502,854.517835719026,100847.588226337,100655.91371273,101016.216690166,96.5671254566871,284.844155091336,282.490333718735,288.714683341969,1.5859276564754,297.313745887151,291.347520991301,302.404471823057,3.60841518176265,0.139920186385329,-2.39603533421603,2.73534170005125,1.4487416140209,1.60987014785612,-0.63392775272598,3.68661108665175,1.2527128351687,0,0,0,0,6,3
